YAL007C	YAR002C-A	YGL200C
YOR355W	YDR054C	YML092C	
YIL148W	YLR347C	YOR001W	
YLR429W	YOR001W	YKR092C	
YOR001W	YJL050W	YKR092C	
YBL003C	YBR010W	YMR223W	
YBR009C	YBR010W	YPR052C	YBR245C	
YBR245C	YDL147W	YFR004W	YGL048C	
YBL002W	YBL003C	YBR009C	YBR010W	YDR174W	YBR060C	
YBL002W	YBL003C	YBR009C	YDR174W	YBR060C	YHR118C	
YBL003C	YBR009C	YBR010W	YLR150W	YPL001W	YBR060C	
YBL003C	YBR009C	YBR010W	YPR052C	YBR060C	
YBL003C	YBR009C	YPR052C	YBR060C	YHR118C	
YDL053C	YPR052C	YBR060C	YHR118C	
YOR294W	YBR060C	YHR118C	
YFL013C	YMR186W	YLL026W	
YMR186W	YLL026W	YNL041C	
YER162C	YGR126W	YLR435W	
YER162C	YGR126W	YDR365C	
YDL182W	YGR126W	YKL028W	
YGR126W	YPR175W	YLR435W	
YGR126W	YDL060W	YLR435W	
YGR126W	YDL060W	YDR365C	YPR161C	
YDL014W	YHR193C	YPL037C	
YDL014W	YPL037C	YMR049C	
YLR150W	YGL207W	YPL037C	
YLR150W	YPL001W	YPL037C	
YLR150W	YPL037C	YNL136W	
YHR193C	YPL037C	YMR290C	
YGL207W	YPL037C	YMR049C	
YBL003C	YDR054C	YGR275W	
YIL035C	YDL007W	YHR027C	
YBL003C	YKR048C	YDL105W	
YBL003C	YJL033W	YDL105W	
YHR121W	YJL033W	YDL105W	
YDR388W	YJL033W	YDL105W	YDR365C	
YOR294W	YJL033W	YDL105W	YDR365C	
YOR294W	YDL105W	YNL061W	
YLR197W	YOR310C	YJL033W	YDL105W	YDR365C	
YLR197W	YDL105W	YNL061W	
YLR347C	YMR049C	YML058W	
YBR119W	YDL215C	YDR240C	
YDR174W	YER095W	YEL037C	
YGL106W	YER095W	YDR171W	
YGL106W	YER095W	YEL037C	
YGL011C	YPR103W	YLR249W	
YOR159C	YKL173W	YGR074W	YHR165C	YLR147C	YLR275W	YER172C	YFL018W-A	
YLR150W	YBR193C	YGL227W	
YNL113W	YNL248C	YPR161C	
YDL014W	YLR175W	YMR229C	YLR398C	
YDR381W	YLR175W	YMR229C	YLR398C	
YDR381W	YLR175W	YLR398C	YGL173C	
YEL026W	YMR229C	YLR398C	
YLR175W	YMR229C	YMR290C	YLR398C	
YDR381W	YDR174W	YLR429W	YMR240C	
YDR381W	YDR174W	YDL043C	YMR240C	
YLR150W	YDL043C	YMR240C	
YDR388W	YLR429W	YMR240C	
YDR388W	YDL043C	YMR240C	
YLR347C	YDL215C	YDR240C	
YBL002W	YBL003C	YBR010W	YDR174W	YOL068C	
YBL003C	YBR010W	YLR150W	YOL068C	
YGL106W	YGR086C	YOL068C	
YGL106W	YJL052W	YOL068C	
YKL054C	YDR054C	YOR210W	
YDR155C	YBR175W	YMR186W	
YBR175W	YLR249W	YMR186W	
YBR175W	YMR186W	YJR009C	
YAR007C	YDL140C	YDR385W	
YAR007C	YDL140C	YML010W	
YGL106W	YDR171W	YNL031C	
YDR171W	YDL215C	YNL031C	
YBL003C	YBR009C	YBR010W	YDR174W	YJL047C	
YBL003C	YBR009C	YBR010W	YLR150W	YJL047C	
YBL003C	YBR009C	YBR010W	YPR052C	YJL047C	
YBL003C	YDR054C	YJL047C	
YLR150W	YDR385W	YJL047C	
YDR054C	YJL047C	YJR009C	
YNL209W	YHR064C	YGR285C	YDR457W	
YDR381W	YDR174W	YLR429W	YBR159W	YCR043C	
YDR381W	YCR009C	YLR429W	YPL004C	YBR159W	
YDR381W	YCR009C	YLR429W	YBR159W	YCR043C	
YPL146C	YLR429W	YBR159W	YCR043C	
YHR121W	YBR159W	YCR043C	
YBR109C	YLR429W	YBR159W	
YCR009C	YIL148W	YPL004C	YBR159W	
YLR429W	YKR081C	YBR159W	
YDR381W	YDR174W	YFR024C	YKL104C	
YDR381W	YKL104C	YDR365C	
YDR174W	YKL104C	YDL097C	
YNL209W	YKR081C	YKL104C	
YIL148W	YJL052W	YKL104C	
YKR081C	YKL104C	YDR365C	
YDR174W	YPR175W	YGR090W	
YDR174W	YPR175W	YJL033W	
YDR174W	YPR175W	YLR435W	
YLR150W	YPL146C	YPR175W	YGR090W	
YLR150W	YPL146C	YPR175W	YLR435W	
YLR150W	YNL262W	YPR175W	
YLR150W	YPR175W	YJL033W	
YLR150W	YPR175W	YNR051C	
YHR121W	YPR175W	YGR090W	
YHR121W	YPR175W	YJL033W	
YBL002W	YBL003C	YBR009C	YDR174W	YCR043C	YDL095W	
YBL002W	YBL003C	YNL209W	YCR043C	
YBL002W	YOL012C	YCR043C	
YBL003C	YBR009C	YLR150W	YCR043C	YDL095W	
YBL003C	YDR174W	YLR429W	YCR043C	YDL095W	
YBL003C	YLR150W	YNL209W	YCR043C	
YBL075C	YCR043C	YDL095W	
YBR009C	YDR388W	YCR043C	YDL095W	
YLR150W	YPL146C	YCR043C	
YLR150W	YCR009C	YCR043C	YDL095W	
YOL012C	YDR388W	YLR429W	YCR043C	
YNL209W	YHR121W	YCR043C	
YDL053C	YHR121W	YCR043C	
YCR009C	YDR388W	YLR429W	YCR043C	YDL095W	
YDL014W	YLR429W	YKL018W	YKR092C	
YDL014W	YLR197W	YOR310C	YKR092C	
YDL014W	YLR197W	YJL050W	YKR092C	
YDL014W	YOR310C	YGL120C	YKR092C	
YDL014W	YGL120C	YJL050W	YKR092C	
YDR381W	YLR429W	YKR048C	YKR092C	
YDR381W	YLR429W	YKL018W	YKR092C	
YDR381W	YGL120C	YJL050W	YKR092C	
YDR381W	YKR092C	YLR435W	
YEL026W	YGR086C	YLR429W	YKR092C	
YEL026W	YLR197W	YKR092C	
YOL012C	YLR429W	YKR048C	YKR092C	
YOR310C	YKR092C	YLR435W	
YDR381W	YLR175W	YHL034C	YMR229C	YNR051C	
YDR381W	YLR175W	YMR229C	YNL061W	YNR051C	
YDR381W	YHL034C	YMR229C	YER151C	YNR051C	
YDR381W	YMR229C	YER151C	YNL061W	YNR051C	
YLR150W	YMR229C	YER151C	YPR161C	YNR051C	
YLR150W	YMR229C	YER172C	YNR051C	
YLR150W	YIL103W	YNR051C	
YAR010C	YIL148W	YNR051C	
YAR010C	YPR161C	YNR051C	
YIL148W	YLR175W	YHL034C	YNR051C	
YIL148W	YIL103W	YNR051C	
YIL148W	YEL034W	YNR051C	
YLR175W	YLR197W	YNL061W	YPR161C	YNR051C	
YLR175W	YHL034C	YMR229C	YPR161C	YNR051C	
YLR175W	YMR229C	YNL061W	YPR161C	YNR051C	
YHL034C	YMR229C	YER151C	YPR161C	YNR051C	
YMR229C	YER151C	YNL061W	YPR161C	YNR051C	
YMR229C	YER172C	YNL061W	YNR051C	
YEL034W	YER172C	YNR051C	
YLR347C	YFR015C	YLR258W	YGL234W	
YDR087C	YCR009C	YGL106W	YOR057W	
YHR121W	YGL106W	YOR057W	
YCR009C	YDR388W	YGL106W	YOR057W	
YDR388W	YML010W	YOR057W	
YDR388W	YMR186W	YOR057W	
YLR347C	YML010W	YOR057W	
YLR347C	YDL215C	YMR186W	YOR057W	
YGL245W	YMR186W	YOR057W	
YMR186W	YJR009C	YOR057W	
YOR261C	YDR363W-A	YOR057W	
YDR363W-A	YJR009C	YOR057W	
YAL007C	YBL002W	YOL012C	
YBL002W	YOL012C	YPR161C	
YBL002W	YOL012C	YIL043C	
YOL012C	YDR388W	YLR429W	YPR161C	
YOL012C	YDR388W	YKL028W	
YOL012C	YGL245W	YPL001W	YMR186W	
YOL012C	YPL001W	YKL028W	
YOL012C	YMR186W	YIL043C	
YBR009C	YNL312W	YAR007C	YJL115W	YNL031C	
YBR009C	YNL312W	YIL043C	
YNL312W	YLR347C	YML010W	
YNL312W	YLR347C	YFR037C	
YNL312W	YAR007C	YOR355W	YML010W	
YNL312W	YOR355W	YFR037C	
YNL312W	YFR037C	YIL126W	
YBL003C	YOL051W	YPL001W	
YLR347C	YNL189W	YOL051W	
YLR347C	YER022W	YOL051W	YGR104C	
YLR347C	YOL051W	YKR081C	
YDR381W	YHL034C	YHR089C	YER151C	
YDR381W	YHR089C	YER151C	YGR090W	
YDR381W	YMR229C	YER151C	YGR090W	YNL061W	
YDR381W	YER151C	YNL317W	
YLR150W	YHR089C	YER151C	YGR090W	
YLR150W	YMR229C	YER151C	YGR090W	
YLR150W	YER151C	YNL317W	
YOL077C	YHL034C	YMR229C	YER151C	YPR161C	
YOL077C	YMR229C	YER151C	YNL061W	YPR161C	
YDR363W-A	YER151C	YDL147W	
YIL035C	YER025W	YJL033W	
YDR087C	YER025W	YJL033W	
YMR309C	YER025W	YJL033W	
YDL014W	YNL248C	YGR090W	YER131W	
YDL014W	YNL248C	YER131W	YPR161C	
YDL014W	YGR090W	YDL060W	YER131W	
YDL014W	YDL060W	YER131W	YDR365C	YPR161C	
YDL014W	YER131W	YIL043C	
YDL014W	YER131W	YJR010C-A	
YDR087C	YER131W	YKL028W	
YHR121W	YGR090W	YER131W	
YHR121W	YER131W	YPR161C	
YPL001W	YER131W	YJL109C	
YPL001W	YER131W	YKL028W	
YGL014W	YGR090W	YER131W	
YGL014W	YER131W	YLR435W	
YGL014W	YER131W	YJL109C	
YGL014W	YER131W	YIL043C	
YGL014W	YER131W	YJR010C-A	
YDL060W	YER131W	YLR435W	
YGR086C	YMR186W	YNL041C	
YLR249W	YMR186W	YNL041C	
YBR010W	YLR150W	YNL136W	
YHR121W	YGL106W	YNL136W	
YOR294W	YNL136W	YJL168C	
YAL001C	YDL014W	YGR103W	
YAL001C	YDR381W	YDL182W	
YAL001C	YDR381W	YFR010W	
YAL001C	YDR381W	YDR101C	
YAL001C	YEL026W	YFR010W	
YAL001C	YOR261C	YDR363W-A	YDL147W	YFR010W	YFR052W	YIL075C	YDL097C	
YBR009C	YDR388W	YOL077C	YMR229C	
YBR009C	YOL077C	YIL043C	
YDR087C	YER162C	YOL077C	
YER162C	YOL077C	YDL019C	
YAL027W	YDR388W	YOL077C	YPL022W	
YDR388W	YOL077C	YMR229C	YPR161C	
YOL077C	YPL022W	YHL034C	
YOL077C	YLR347C	YGR103W	
YOL077C	YMR229C	YNL061W	YLR022C	
YOL077C	YMR229C	YGR103W	
YDR381W	YDR174W	YLR429W	YFR024C	
YDR381W	YFR024C	YNL262W	
YDR388W	YLR429W	YFR024C	
YDR388W	YDR129C	YFR024C	
YDR388W	YFR024C	YGL207W	
YLR429W	YFR024C	YDL148C	
YDR381W	YDR174W	YGL112C	
YBL002W	YBL003C	YDR174W	YGL112C	
YBL003C	YLR150W	YGL112C	
YCR009C	YDR388W	YLR429W	YFR010W	YOR124C	
YDR388W	YOR124C	YMR304W	
YLR347C	YNL189W	YOR124C	
YLR347C	YFR010W	YOR124C	
YLR347C	YOR124C	YMR304W	
YKL173W	YDR363W-A	YIL075C	YPR108W	
YLR347C	YDR129C	YFR015C	
YLR347C	YDL215C	YFR015C	YLR258W	
YDR129C	YMR229C	YFR015C	
YDR388W	YGL207W	YER155C	
YDR388W	YMR186W	YER155C	
YJL052W	YDR172W	YER155C	
YGL207W	YGL120C	YER155C	
YMR186W	YDR172W	YER155C	
YDR155C	YBR109C	YDR457W	
YDR155C	YBR079C	YMR186W	YDR457W	
YEL026W	YFR010W	YDR457W	
YEL026W	YDR457W	YMR304W	
YBR109C	YGL106W	YOR326W	YDR457W	
YBR109C	YGL106W	YDR457W	YMR304W	
YGL106W	YBR079C	YDR457W	
YHR064C	YMR186W	YDR457W	
YLR249W	YMR186W	YDR457W	
YAL007C	YBL002W	YBL003C	YBR009C	YBR010W	YDR174W	
YAL007C	YBL002W	YBL003C	YBR009C	YIL035C	
YAL007C	YBL003C	YBR009C	YBR010W	YLR150W	
YDR155C	YKL191W	YMR186W	
YKL191W	YJL052W	YIL103W	
YKL191W	YDR385W	YIL103W	YMR186W	
YDR381W	YAL027W	YCR009C	YLR429W	YPL004C	YPL022W	
YDR381W	YPL022W	YHL034C	
YPL146C	YAL027W	YLR429W	YPL022W	
YAL027W	YCR009C	YDR388W	YLR429W	YPL022W	
YDR388W	YPL022W	YDR129C	
YDL014W	YOR310C	YPR178W	YNL248C	
YDL014W	YHR089C	YPR178W	
YEL026W	YLR197W	YPR178W	
YIL148W	YDL148C	YMR186W	
YLR429W	YDL148C	YPR161C	
YDR385W	YDL148C	YMR186W	
YLR429W	YMR229C	YER006W	
YLR429W	YIL070C	YER006W	
YLR429W	YHR118C	YER006W	
YLR197W	YLR455W	YER006W	
YLR197W	YER006W	YLR022C	
YMR229C	YLR455W	YER006W	
YMR229C	YER006W	YLR022C	
YDR381W	YPL001W	YNL262W	
YLR150W	YPL001W	YNL262W	
YBL003C	YER162C	YDL019C	
YER162C	YKR081C	YDL019C	
YBR079C	YMR309C	YDL019C	
YBL003C	YLR150W	YGL227W	
YBL002W	YBR009C	YDR190C	YGL207W	
YBL002W	YBR009C	YDR190C	YFL013C	
YBL002W	YDR190C	YML010W	
YDR190C	YGR086C	YFL013C	YMR186W	
YAL027W	YBR109C	YGL106W	YOR326W	
YBR109C	YGL106W	YOR326W	YEL037C	
YBR109C	YGL106W	YOR326W	YNL031C	
YOR326W	YDR129C	YEL037C	
YOR326W	YDL215C	YNL031C	
YIL035C	YPR103W	YDL215C	
YLR347C	YPR103W	YDL215C	
YDL014W	YOR206W	YMR229C	YLR455W	YJL033W	
YDL014W	YLR197W	YOR310C	YLR455W	YJL033W	
YDL014W	YOR310C	YLR455W	YNL248C	
YDL014W	YHR089C	YLR455W	
YDR381W	YDR174W	YMR229C	YLR455W	YJL033W	
YDR381W	YOR206W	YMR229C	YLR455W	YJL033W	
YDR381W	YHR089C	YLR455W	
YDR381W	YMR229C	YLR455W	YNL088W	
YBL002W	YDR174W	YLR455W	
YBL002W	YLR455W	YNL088W	
YLR150W	YOR206W	YMR229C	YLR455W	YJL033W	
YLR150W	YHR089C	YLR455W	
YIL148W	YLR455W	YNL248C	
YOR206W	YOR294W	YMR229C	YLR455W	YKR081C	YJL033W	
YLR197W	YOR310C	YLR455W	YNL088W	
YMR229C	YLR455W	YNL088W	YKR081C	
YMR229C	YLR455W	YMR290C	YJL033W	
YLR249W	YML105C	YGL120C	
YML105C	YGL120C	YDR365C	
YBL003C	YBR009C	YBR010W	YAR007C	YJL115W	YNL031C	
YBL003C	YIL035C	YOR061W	YJL115W	YNL031C	
YIL035C	YJL115W	YDR172W	
YBR109C	YJL115W	YNL031C	
YAR007C	YJL115W	YDR172W	
YBR009C	YDR174W	YNL250W	
YBR009C	YLR150W	YNL250W	
YDR174W	YER162C	YNL250W	
YDR174W	YNL250W	YJL138C	
YLR150W	YDR385W	YNL250W	
YER162C	YLR197W	YNL250W	
YER162C	YDR385W	YNL250W	
YIL148W	YKL210W	YNL250W	
YIL148W	YNL250W	YJL138C	
YIL148W	YNL250W	YEL034W	
YDR385W	YNL250W	YJL138C	
YLR249W	YNL250W	YJL138C	
YDR381W	YDR174W	YOL004W	
YBL003C	YBR009C	YDR174W	YOL004W	
YBL003C	YBR009C	YIL035C	YOL004W	
YBL003C	YBR009C	YLR150W	YOL004W	
YDR174W	YNL189W	YOL004W	
YDR381W	YDR174W	YMR229C	YGR090W	YNL061W	
YDR381W	YDR174W	YMR229C	YNL061W	YLR022C	
YDR381W	YLR175W	YMR229C	YGR090W	YNL061W	
YDR381W	YLR175W	YMR229C	YNL061W	YLR022C	
YDR381W	YOR206W	YMR229C	YGR090W	YNL061W	
YDR174W	YMR229C	YNL061W	YPR161C	
YOR206W	YOR294W	YMR229C	YGR090W	YNL061W	
YOR294W	YDR385W	YNL061W	
YOR294W	YMR229C	YNL061W	YPR161C	
YOR294W	YMR229C	YNL061W	YLR022C	
YDL014W	YLR175W	YHR089C	YNL308C	YHR066W	
YDL014W	YLR175W	YMR229C	YNL308C	YHR066W	
YDL014W	YHR089C	YNL308C	YGL120C	YHR066W	
YDL014W	YMR229C	YNL308C	YGL120C	YHR066W	
YDR381W	YLR175W	YHR089C	YNL308C	YHR066W	
YDR381W	YLR175W	YMR229C	YNL308C	YHR066W	
YDR381W	YOR206W	YMR229C	YGL120C	YHR066W	
YDR381W	YHR089C	YNL308C	YGL120C	YHR066W	
YDR381W	YMR229C	YNL308C	YGL120C	YHR066W	
YLR175W	YMR229C	YNL308C	YMR290C	YHR066W	
YOR206W	YOR294W	YMR229C	YGL120C	YHR066W	
YDL014W	YDL134C	YLR429W	
YDR174W	YDL134C	YLR429W	
YPL146C	YDL134C	YMR186W	
YDL134C	YLR429W	YPL004C	
YDL134C	YLR429W	YKR081C	
YDL134C	YPL004C	YMR186W	
YDL134C	YPL004C	YFR004W	
YDL134C	YDR363W-A	YFR004W	
YBL003C	YBR009C	YBR010W	YPR052C	YIL076W	
YBL003C	YPR052C	YDL060W	YPR161C	
YBR009C	YPR052C	YDL043C	
YPR052C	YDL182W	YNL317W	
YPR052C	YGR090W	YDL060W	
YGL207W	YKR048C	YHR064C	
YKR048C	YHR064C	YFL013C	
YHR064C	YFL013C	YMR186W	
YHR064C	YFL013C	YMR309C	
YPL240C	YMR186W	YBR251W	
YHR193C	YHL034C	YMR290C	
YLR175W	YHL034C	YMR229C	YMR290C	
YLR175W	YMR290C	YJL050W	
YLR347C	YNL189W	YMR290C	YGR103W	
YHL034C	YMR229C	YMR290C	YJL033W	
YOR294W	YFR004W	YDR427W	
YDR381W	YMR229C	YGL120C	YLR022C	
YBL003C	YDR174W	YLR022C	
YBL003C	YLR150W	YNL209W	YLR022C	
YLR150W	YPL146C	YLR022C	
YLR150W	YNL209W	YGL120C	YLR022C	
YLR150W	YMR229C	YGL120C	YLR022C	
YNL209W	YKR081C	YLR022C	
YOR294W	YMR229C	YKR081C	YLR022C	
YOR294W	YMR229C	YGL120C	YLR022C	
YAR010C	YCR009C	YIL148W	YEL037C	
YAR010C	YCR009C	YIL148W	YDL095W	
YAR010C	YCR009C	YLR429W	YEL037C	
YAR010C	YCR009C	YLR429W	YDL095W	
YAR010C	YCR009C	YLR429W	YPR161C	
YAR010C	YLR429W	YAR007C	YPR161C	
YAR010C	YLR429W	YIL076W	
YOR061W	YMR309C	YBR279W	
YDR388W	YGL207W	YBR279W	
YLR150W	YPL001W	YKL028W	
YLR150W	YDL182W	YKL028W	
YDR381W	YDR174W	YDR101C	
YDR381W	YDR099W	YDR101C	
YDR174W	YLR347C	YDR101C	
YNL209W	YDR099W	YDR101C	
YLR347C	YDR099W	YDR101C	
YBL003C	YJL081C	YPR161C	
YDL014W	YOR206W	YMR229C	YGR090W	
YDL014W	YOR206W	YMR229C	YGR103W	
YDL014W	YOR206W	YGR090W	YDL060W	
YDR381W	YOR206W	YMR229C	YGL120C	YJL033W	
YDR381W	YOR206W	YGR090W	YDL060W	
YDR381W	YOR206W	YGL120C	YJL050W	
YLR150W	YOR206W	YMR229C	YGR090W	
YLR150W	YOR206W	YMR229C	YGL120C	YJL033W	
YLR150W	YOR206W	YGR090W	YDL060W	
YLR150W	YOR206W	YGL120C	YJL050W	
YOR206W	YOR294W	YMR229C	YKR081C	YGR090W	
YOR206W	YOR294W	YMR229C	YKR081C	YGR103W	
YOR206W	YOR294W	YMR229C	YGL120C	YJL033W	
YOR206W	YOR294W	YKR081C	YJL050W	
YOR206W	YOR294W	YGL120C	YJL050W	
YOR206W	YKR081C	YGR090W	YDL060W	
YDR174W	YLR429W	YLR015W	
YDR174W	YLR015W	YJL109C	
YDR388W	YLR429W	YLR015W	YKL018W	
YLR429W	YPL004C	YLR015W	
YLR015W	YGL014W	YJL109C	
YBL002W	YIL035C	YML010W	
YBL002W	YAR007C	YML010W	
YIL035C	YOR355W	YML010W	
YDR388W	YML010W	YGL070C	
YLR347C	YOR361C	YML010W	
YAR007C	YOR361C	YML010W	
YDR155C	YPL146C	YMR186W	
YDL014W	YBL003C	YHR193C	YHL034C	YHR089C	
YDL014W	YHR193C	YNL248C	
YDR381W	YHR193C	YHL034C	YHR089C	
YDR381W	YHR193C	YNL088W	
YBL003C	YHR193C	YNL088W	
YHR193C	YNL088W	YKR081C	
YDR381W	YNL088W	YHR118C	
YBL002W	YBL003C	YIL035C	YML069W	YGL207W	YNL088W	
YBL002W	YBL003C	YNL209W	YML069W	YNL088W	
YBL002W	YBL003C	YNL088W	YHR118C	
YBL002W	YBL003C	YNL088W	YIL076W	
YBL002W	YBL003C	YNL088W	YPR161C	
YNL209W	YNL088W	YKR081C	
YJL052W	YNL088W	YPR161C	
YLR197W	YNL088W	YPR161C	
YMR229C	YNL088W	YKR081C	YPR161C	
YNL088W	YKR081C	YHR118C	
YDR381W	YDR174W	YLR429W	YLL022C	
YDR381W	YLL022C	YPL001W	YJL168C	
YBR009C	YBR010W	YDR174W	YLL022C	YNL031C	
YBR009C	YDR388W	YLL022C	
YBR009C	YDL126C	YLL022C	YNL031C	
YDR174W	YLR429W	YLL022C	YNL031C	
YDR174W	YLR347C	YLL022C	
YDL053C	YLL022C	YGL014W	
YDR388W	YIL148W	YLL022C	
YDR388W	YLR429W	YLL022C	
YIL148W	YLR347C	YLL022C	
YLR429W	YOR294W	YLL022C	
YOR294W	YLL022C	YJL168C	
YLR347C	YDL126C	YLL022C	
YLR347C	YLL022C	YJL168C	
YOR061W	YBR079C	YMR309C	
YBR109C	YGL106W	YLR429W	YMR309C	YJL033W	
YGL106W	YGR086C	YLR429W	YPL004C	YMR309C	
YGL106W	YLR429W	YPL004C	YMR309C	YJL033W	
YGL106W	YBR079C	YMR309C	
YGR086C	YFL013C	YMR309C	
YDR381W	YDR174W	YJL109C	
YDR381W	YPL001W	YJL109C	
YBL002W	YBR009C	YDR174W	YJL109C	
YBL002W	YBR009C	YPL001W	YJL109C	
YBR009C	YLR150W	YPL001W	YJL109C	
YBR009C	YLR175W	YJL109C	
YDR174W	YDL097C	YJL109C	
YLR150W	YPL146C	YJL109C	
YLR175W	YLR197W	YJL109C	
YDR381W	YDR174W	YDL182W	YNL317W	
YLR150W	YDL182W	YNL317W	
YDL182W	YGL014W	YNL317W	
YLR347C	YDL215C	YOL021C	YLR258W	
YML069W	YGL207W	YOL013C	
YML069W	YLR249W	YOL013C	
YJL052W	YJR009C	YOL013C	
YDR129C	YJL138C	YOL013C	
YDR385W	YMR186W	YOL013C	
YDR385W	YJL138C	YOL013C	
YLR249W	YJL138C	YOL013C	
YMR186W	YJR009C	YOL013C	
YBL003C	YIL035C	YOR061W	YML069W	YGL207W	YNL031C	
YBL003C	YOR061W	YJL138C	
YIL035C	YOR061W	YGR103W	
YOR061W	YJL138C	YGR103W	
YDL014W	YBL003C	YHR089C	YJL050W	
YDL014W	YBL003C	YHR089C	YDL060W	
YDL014W	YLR175W	YHL034C	YHR089C	
YDL014W	YLR175W	YHR089C	YNL308C	YGR090W	
YDL014W	YLR175W	YHR089C	YNL308C	YDR365C	
YDL014W	YLR175W	YHR089C	YJL050W	
YDL014W	YHR089C	YNL308C	YGR090W	YDL060W	
YDL014W	YHR089C	YNL308C	YGL120C	YDR365C	
YDL014W	YHR089C	YNL308C	YDL060W	YDR365C	
YDL014W	YHR089C	YGL120C	YJL050W	
YDR381W	YLR175W	YHL034C	YHR089C	
YDR381W	YLR175W	YHR089C	YNL308C	YGR090W	
YDR381W	YLR175W	YHR089C	YNL308C	YDR365C	
YDR381W	YLR175W	YHR089C	YJL050W	
YDR381W	YHR089C	YNL308C	YGR090W	YDL060W	
YDR381W	YHR089C	YNL308C	YGL120C	YDR365C	
YDR381W	YHR089C	YNL308C	YDL060W	YDR365C	
YDR381W	YHR089C	YGL120C	YJL050W	
YBL003C	YLR150W	YHR089C	YJL050W	
YBL003C	YLR150W	YHR089C	YDL060W	
YLR150W	YHR089C	YGR090W	YDL060W	
YLR150W	YHR089C	YGL120C	YJL050W	
YDL014W	YLR175W	YLR197W	YNL308C	YDR365C	YPR161C	
YDL014W	YLR175W	YMR229C	YNL308C	YGR090W	
YDL014W	YLR175W	YMR229C	YNL308C	YPR161C	
YDL014W	YLR197W	YNL308C	YDL060W	YDR365C	YPR161C	
YDL014W	YMR229C	YNL308C	YGL120C	YPR161C	
YDL014W	YNL308C	YNL248C	YGR090W	
YDL014W	YNL308C	YNL248C	YPR161C	
YDL014W	YNL308C	YGL120C	YDR365C	YPR161C	
YDR381W	YDR174W	YMR229C	YNL308C	YGR090W	
YDR381W	YDR174W	YNL308C	YGR090W	YDL060W	
YDR381W	YLR175W	YMR229C	YNL308C	YGR090W	
YDR381W	YNL308C	YFR010W	
YDR174W	YMR229C	YNL308C	YPR161C	
YDR174W	YNL308C	YDL060W	YPR161C	
YLR347C	YFR037C	YDR172W	
YFR037C	YBR154C	YIL021W	YOR210W	
YDL014W	YBL003C	YBR009C	YHR118C	
YDL014W	YBL003C	YLR429W	YHR118C	
YDL014W	YBR009C	YLR175W	YHR118C	
YDR381W	YDR174W	YLR429W	YHR118C	
YDR381W	YLR429W	YPL004C	YHR118C	
YBL003C	YDR174W	YLR429W	YHR118C	
YBR009C	YDR388W	YHR118C	
YLR429W	YOR294W	YKR081C	YHR118C	
YIL148W	YNL248C	YEL034W	
YBR009C	YDR174W	YDL043C	
YBR009C	YLR150W	YDL043C	
YBR009C	YDR388W	YDL043C	
YBL002W	YBL003C	YNL209W	YML069W	YKR048C	
YIL035C	YOR355W	YGR103W	
YIL148W	YOR355W	YDR054C	
YNL189W	YOR355W	YGR103W	
YNL189W	YOR355W	YJL168C	
YDL014W	YBL003C	YHL034C	YJL033W	YPR161C	
YDL014W	YLR175W	YOR310C	YHL034C	
YDL014W	YLR175W	YHL034C	YMR229C	YPR161C	
YDL014W	YOR310C	YHL034C	YJL033W	
YDL014W	YHL034C	YMR229C	YJL033W	YPR161C	
YDR381W	YLR175W	YHL034C	YGL173C	
YDR381W	YHL034C	YMR229C	YJL033W	
YBL003C	YIL148W	YHL034C	
YLR175W	YHL034C	YGL173C	YPR161C	
YDL053C	YIL103W	YGL014W	
YIL103W	YDL182W	YGL014W	
YLR347C	YKR081C	YGR103W	
YLR347C	YGR103W	YMR049C	
YEL026W	YLR197W	YMR304W	
YBR109C	YGL106W	YBR058C	YMR304W	
YDR388W	YGL106W	YBR058C	YMR304W	
YLR175W	YLR197W	YMR304W	
YLR197W	YLR347C	YMR304W	
YLR347C	YDL215C	YLR258W	YMR304W	
YDL215C	YBR058C	YMR304W	
YDR381W	YKR048C	YFL013C	
YDR381W	YIL070C	YFL013C	
YDR381W	YFL013C	YDR099W	
YBL002W	YBL003C	YBR009C	YKR048C	YFL013C	
YBL003C	YFL013C	YJL138C	
YBR009C	YIL070C	YFL013C	
YLR249W	YFL013C	YMR186W	
YLR249W	YFL013C	YJL138C	
YFL013C	YMR186W	YDR099W	
YNL248C	YGR090W	YNL186W	
YNL209W	YPR110C	YNL186W	
YPR110C	YGL173C	YNL186W	
YBL003C	YIL148W	YDL095W	
YLR150W	YDR385W	YDL095W	
YCR009C	YDR388W	YIL148W	YDL095W	
YCR009C	YIL148W	YPL004C	YDL095W	
YCR009C	YLR429W	YPL004C	YDL095W	
YDR388W	YDR129C	YDL095W	
YDL014W	YBL003C	YBR009C	YIL076W	
YDL014W	YBL003C	YLR429W	YIL076W	
YBL002W	YBL003C	YBR009C	YBR010W	YDR174W	YIL076W	
YBL003C	YBR009C	YBR010W	YLR150W	YIL076W	
YBL003C	YDR174W	YLR429W	YIL076W	
YBL003C	YPL001W	YJL168C	
YNL209W	YKR081C	YJL168C	
YOR294W	YKR081C	YJL168C	
YOR310C	YNL189W	YJL168C	
YLR347C	YKR081C	YJL168C	
YDL014W	YAL027W	YLR429W	
YDR381W	YDR174W	YAL027W	YLR429W	
YDR381W	YAL027W	YLR175W	
YHR121W	YAL027W	YGL106W	
YAL027W	YCR009C	YDR388W	YGL106W	YGR086C	YLR429W	
