YAL040C	YCL030C	YDL029W	YDL047W	YDR018C	YER155C	YER167W	YFR040W	YJL098W	YKL092C	YKR028W	YKR042W	YKR072C	YLL024C	YOR188W	
YAL040C	YBR234C	YCL030C	YDL047W	YER155C	YER167W	YFR040W	YHL027W	YJL098W	YKL092C	YKR028W	YKR072C	YLL024C	YPL234C	
YGR082W	YGR193C	YLR157C	YLR199C	YMR060C	YMR203W	YMR263W	YNL018C	YNL070W	YNL121C	YNL131W	YNL330C	YPR133W-A	
YBL084C	YDR118W	YER179W	YFR036W	YGL240W	YHR166C	YKL022C	YLL051C	YLR102C	YLR127C	YLR451W	YMR092C	YNL172W	
YBL084C	YDL008W	YDR118W	YDR260C	YER179W	YFR036W	YGL240W	YHR166C	YIR025W	YLR102C	YLR127C	YLR451W	YOR249C	
YBR130C	YCR002C	YDL225W	YDR507C	YHR107C	YJR076C	YLL021W	YLR314C	YNL233W	YNL293W	YOL112W	YOR084W	YPL066W	
YBR254C	YCL058C	YDL058W	YDR108W	YDR407C	YDR472W	YGL219C	YGR166W	YGR234W	YJR116W	YML077W	YOR115C	
YDL008W	YDR260C	YFR036W	YGL240W	YIR025W	YKL022C	YLL051C	YLR102C	YLR127C	YMR092C	YNL172W	YOR249C	
YAL040C	YBR234C	YDL047W	YER167W	YFR040W	YHL027W	YJL098W	YKL092C	YKR028W	YKR072C	YLL024C	YMR028W	
YAL040C	YCL030C	YDL047W	YER155C	YFR040W	YGL229C	YJL098W	YKL092C	YKR028W	YKR072C	YLL024C	YOL145C	
YCR002C	YDL225W	YDR507C	YER040W	YER118C	YHR107C	YJR076C	YLR096W	YLR314C	YNL139C	YOR084W	YOR156C	
YBL025W	YBR093C	YCL058C	YDR246W	YFL005W	YGL219C	YGR166W	YKR068C	YML077W	YNL287W	YOR115C	
YBL084C	YFR036W	YGL240W	YHR118C	YHR166C	YKL022C	YLL051C	YLR127C	YLR451W	YNL172W	YOR249C	
YBL025W	YBR254C	YDR108W	YDR407C	YGL219C	YGR166W	YGR234W	YJR116W	YMR218C	YOR115C	YOR312C	
YBL084C	YDR118W	YER161C	YFR036W	YHR166C	YLL051C	YLR102C	YLR127C	YLR451W	YNL172W	YOR249C	
YDR118W	YER179W	YFR036W	YGL240W	YHR166C	YLL051C	YLR102C	YLR127C	YLR451W	YMR092C	YOR249C	
YAL005C	YAL040C	YCL030C	YDL047W	YER155C	YER167W	YFR040W	YJL098W	YKR028W	YLL024C	YOR188W	
YBL084C	YDL008W	YDR118W	YFR036W	YGL240W	YKL022C	YLL051C	YLR102C	YLR127C	YMR092C	YNL172W	
YCR002C	YDL225W	YDR507C	YHR107C	YJR076C	YLL021W	YLR314C	YNL233W	YOR084W	YOR156C	YPL066W	
YBL084C	YDL008W	YDR118W	YFR036W	YGL240W	YHR118C	YHR166C	YKL022C	YLL051C	YLR102C	YLR451W	
YBL025W	YBR254C	YCL058C	YDR472W	YEL036C	YGR166W	YKL139W	YML077W	YMR218C	YOR115C	YOR197W	
YBL084C	YDR118W	YDR260C	YFR036W	YGL240W	YHR166C	YLL051C	YLR102C	YMR092C	YOR249C	
YBL084C	YDR260C	YFR036W	YGL240W	YIR025W	YKL022C	YLL051C	YLR127C	YNL172W	YOR249C	
YCR087C-A	YCR087W	YHL003C	YHR184W	YJR131W	YKL008C	YLR070C	YML064C	YMR298W	YNL107W	
YDL008W	YFR036W	YGL240W	YHR166C	YIR025W	YLL051C	YLR102C	YLR451W	YMR092C	YNL172W	
YAL021C	YAR007C	YBR173C	YDL042C	YDR227W	YJL076W	YJL173C	YLR442C	YML032C	YNL312W	
YDL008W	YDR118W	YFR036W	YGL240W	YIR025W	YLR102C	YLR127C	YMR092C	YNL172W	YOR249C	
YDL008W	YFR036W	YGL240W	YHR118C	YKL022C	YLL051C	YLR102C	YMR092C	YNL172W	YOR249C	
YBL025W	YCL058C	YDR108W	YDR407C	YDR472W	YGL219C	YGR166W	YGR234W	YML077W	YOR115C	
YBR172C	YCR067C	YIL004C	YIL109C	YKL074C	YLR026C	YLR268W	YOR075W	YPL085W	YPR181C	
YAL040C	YFL009W	YGR092W	YKL092C	YLL024C	YLR079W	YLR127C	YMR199W	YPL256C	YPR120C	
YBR270C	YGR058W	YHR077C	YIL105C	YJL162C	YLR433C	YML057W	YMR068W	YNL047C	YPL059W	
YFR036W	YGL240W	YHR118C	YHR166C	YKL022C	YLL051C	YLR102C	YLR127C	YLR451W	YMR092C	
YDR293C	YDR497C	YER067W	YGL158W	YHR186C	YJR066W	YKL194C	YLR113W	YNL006W	YPL180W	
YBL084C	YDL008W	YDR118W	YER179W	YFR036W	YGL240W	YHR166C	YLR102C	YLR127C	YLR451W	
YDL235C	YDR497C	YGL158W	YIL147C	YJL128C	YLR006C	YLR113W	YNR031C	YOR208W	YPL180W	
YBL025W	YCL058C	YDR108W	YDR189W	YDR246W	YGL219C	YGR166W	YGR234W	YKR068C	YOR115C	
YAL040C	YCL030C	YDL047W	YER155C	YER167W	YFR040W	YJL098W	YKR028W	YKR072C	YOL145C	
YAL040C	YCL030C	YDL047W	YER155C	YFR040W	YJL098W	YKL092C	YKR072C	YLL024C	YMR028W	
YAL043C	YBR205W	YDR390C	YJR093C	YKR002W	YLR115W	YMR061W	YMR182C	YNL317W	YPR107C	
YAL023C	YDL095W	YER014C-A	YGR036C	YJR143C	YKL190W	YKL212W	YOR321W	YOR332W	
YBL084C	YDR118W	YFR036W	YGL240W	YHR166C	YLL051C	YLR102C	YLR451W	YNL172W	
YBR172C	YDL188C	YDR075W	YDR498C	YIL109C	YLR268W	YOR075W	YOR380W	YPR040W	
YCR002C	YDL225W	YDR085C	YDR507C	YHR107C	YLL021W	YLR314C	YNL233W	YPL066W	
YAL001C	YBR172C	YDR498C	YER148W	YGL241W	YGR246C	YKL074C	YLR268W	YOR075W	
YDL029W	YDR018C	YDR063W	YIL062C	YJR065C	YKL013C	YKR042W	YLR370C	YNR035C	
YBL016W	YDL159W	YDR480W	YEL048C	YGL178W	YGR040W	YHR084W	YIL136W	YPL049C	
YDL088C	YFR002W	YJL039C	YJL057C	YML031W	YML103C	YMR129W	YMR153W	YNL234W	
YBL025W	YCL058C	YDR108W	YDR246W	YDR407C	YGL219C	YGR166W	YGR234W	YIR040C	
YBR050C	YCL046W	YDR028C	YDR477W	YER027C	YER040W	YGL115W	YGL208W	YML110C	
YBL025W	YDR108W	YDR246W	YDR407C	YGL219C	YGR166W	YGR234W	YMR218C	YOR115C	
YBR172C	YGL200C	YHR098C	YLR057W	YLR268W	YML012W	YNL049C	YPL218W	YPR181C	
YDL088C	YFR002W	YGL172W	YGR120C	YJL039C	YJL057C	YMR153W	YNL234W	YOR353C	
YAL023C	YDL095W	YER014C-A	YJR143C	YKL080W	YKL190W	YMR211W	YOR002W	YOR321W	
YBR193C	YDL005C	YDL154W	YGL025C	YIL021W	YNR010W	YOL005C	YOL135C	YOR174W	
YBR047W	YDL235C	YER118C	YGL158W	YJL128C	YLR096W	YLR113W	YNL139C	YNR031C	
YAL014C	YAL030W	YBL050W	YBR080C	YDR468C	YGR009C	YJR063W	YLR093C	YPL232W	
YBR103W	YDR390C	YGL023C	YJR093C	YKR002W	YLR115W	YMR061W	YOL123W	YPR107C	
YGL019W	YGR068C	YIL035C	YIL118W	YLR114C	YNL088W	YOR010C	YOR039W	YOR061W	
YAL043C	YDR301W	YDR392W	YJR093C	YKR002W	YMR182C	YNL317W	YOR194C	YPR107C	
YDL088C	YER026C	YJL057C	YML031W	YMR129W	YMR153W	YMR298W	YNL234W	YOR028C	
YBL068W	YDR285W	YER099C	YGR135W	YHL011C	YKL181W	YNL036W	YOL061W	YOL069W	
YDL008W	YDR260C	YFR036W	YGL240W	YHR166C	YIR025W	YLL051C	YLR451W	YOR249C	
YDR006C	YER014C-A	YGR036C	YKL093W	YKL190W	YKL212W	YMR081C	YOR239W	YOR332W	
YDR100W	YDR425W	YDR468C	YGL161C	YGL198W	YGR172C	YGR177C	YMR215W	YPL095C	
YBR261C	YDR465C	YJR021C	
YBR020W	YDR009W	YML051W	
YIL153W	YOL044W	YPL152W	
YGR063C	YML095C	YPL022W	
YBR123C	YGR047C	YLR257W	
YHR075C	YLR368W	YPR093C	
YAL001C	YDR362C	YGR246C	
YBR045C	YDR006C	YOR178C	
YIL115C	YJR132W	YOR160W	
YDL198C	YKL037W	YMR072W	
YJL078C	YKL157W	YPL266W	
YCL067C	YCR039C	YCR084C	
YGR047C	YGR246C	YLR257W	
YDR315C	YLR323C	YOR078W	
YGR065C	YJL199C	YLR198C	
YDL089W	YMR039C	YMR316C-B	
YGR017W	YLR072W	YLR403W	
YER153C	YGR222W	YNR045W	
YBL033C	YLR456W	YPR172W	
YER154W	YNR003C	YPR190C	
YGR167W	YGR241C	YNL183C	
YER037W	YER052C	YIR014W	
YBL079W	YGL016W	YLR335W	
YDL012C	YHR032W	YIL172C	
YER045C	YGR247W	YOR059C	
YBR009C	YBR010W	YNL031C	
YGR071C	YHR109W	YJL010C	
YDL144C	YDR088C	YGR232W	
YCL063W	YER150W	YPL005W	
YDR363W-A	YMR287C	YPL029W	
YFL010C	YLL030C	YPR054W	
YER037W	YER052C	YKR079C	
YEL042W	YER073W	YLR250W	
YDL210W	YHR094C	YHR122W	
YDR342C	YER048C	YPR020W	
YBL046W	YFL056C	YNL201C	
YBR119W	YLR449W	YNL227C	
YEL064C	YIR034C	YNR058W	
YDR084C	YDR442W	YEL054C	
YFL016C	YJR045C	YKL189W	
YDR482C	YGL028C	YOR276W	
YFL010C	YOL106W	YPR054W	
YHR005C	YJL080C	YLR286C	
YBR290W	YDR123C	YOL108C	
YBR141C	YDR372C	YER059W	
YBR040W	YCL040W	YJL071W	
YBL043W	YBL100W-A	YJL162C	
YKL093W	YOR172W	YOR239W	
YBL044W	YBR064W	YJL159W	
YLR221C	YMR187C	YPR115W	
YBL045C	YDR534C	YPR191W	
YCR073C	YLR006C	YNR031C	
YDR349C	YLR099C	YOR007C	
YHR148W	YJR002W	YNL075W	
YGR064W	YGR227W	YOL009C	
YDR068W	YER103W	YPR001W	
YHR143W-A	YIL025C	YOR352W	
YCL014W	YIL104C	YNL326C	
YCR068W	YER019W	YPR065W	
YDR502C	YER161C	YPL125W	
YJL141C	YJL200C	YOL133W	
YBR207W	YDR379W	YGR152C	
YLR172C	YOL042W	YOR159C	
YBL086C	YIL132C	YLR322W	
YIL149C	YLR435W	YML107C	
YDR110W	YFR013W	YLR095C	
YBL089W	YIL085C	YLR325C	
YBR091C	YDR134C	YOR334W	
YGL030W	YHR019C	YHR204W	
YKR104W	YLL062C	YOL143C	
YDR069C	YLL039C	YNL327W	
YBL080C	YCR106W	YNL171C	
YGL016W	YKL058W	YLR335W	
YCR048W	YLR242C	YNR019W	
YDR279W	YIL131C	YLR154C	
YBR250W	YML038C	YNL012W	
YBR013C	YGR292W	YLR054C	
YJR146W	YLR246W	YOL110W	
YLR064W	YLR263W	YOR351C	
YCR073W-A	YKL205W	YNR034W	
YCL004W	YER026C	YLR052W	
YBL027W	YBR084C-A	YGR069W	
YBL046W	YDR285W	YNL201C	
YAL058W	YGR254W	YNR036C	
YER038C	YML023C	YOL128C	
YJL082W	YJR005W	YLR014C	
YIR012W	YJR004C	YLR075W	
YHR187W	YHR188C	YJR015W	
YER065C	YGL062W	YNL117W	
YER062C	YIL053W	YPL201C	
YCL046W	YML028W	YPL208W	
YDL217C	YGL177W	YJL054W	
YCR012W	YHR117W	YOR110W	
YBR270C	YNL018C	YOL075C	
YER061C	YLR239C	YPL073C	
YGR024C	YIL082W	YPL110C	
YIL021W	YOL005C	YOR151C	
YDL134C	YDL188C	YMR028W	
YBR139W	YNR019W	YOR381W	
YGL229C	YJL178C	YOR062C	
YGR178C	YJL035C	YLR136C	
YBL024W	YGR237C	YLR128W	
YDR009W	YML051W	YPL248C	
YNL199C	YPR048W	YPR070W	
YGR162W	YKR059W	YOR276W	
YHR063C	YIL098C	YPR180W	
YDL137W	YDL192W	YGR130C	
YEL016C	YJL157C	YOL150C	
YER066W	YHR147C	YMR154C	
YAL035W	YDL220C	YMR106C	
YFL026W	YGR141W	YOR242C	
YHR187W	YJR015W	YMR312W	
YJL075C	YLR131C	YNL157W	
YDR394W	YGL074C	YGR232W	
YDL110C	YNL320W	YOR078W	
YHR136C	YLR195C	YMR246W	
YBR044C	YKL148C	YLL041C	
YBR186W	YDR285W	YNL201C	
YBR182C	YKL161C	YPL089C	
YGL105W	YGL245W	YGR264C	
YJR116W	YOL156W	YOR299W	
YBR082C	YEL012W	YMR022W	
YGR180C	YJL026W	YPL227C	
YDL097C	YEL009C	YPL038W	
YDL055C	YHR211W	YOR360C	
YDR212W	YLR030W	YNL326C	
YDL220C	YMR106C	YMR284W	
YDR394W	YGL074C	YOR259C	
YBR221C	YLR218C	YLR345W	
YGL254W	YHR215W	YLR088W	
YER052C	YIR014W	YKR079C	
YGR263C	YLR440C	YNL066W	
YAL035W	YLR241W	YMR260C	
YAR069C	YCL058C	YPL215W	
YIL050W	YJL023C	YLR449W	
YDR152W	YGR173W	YMR319C	
YFL034C-B	YIR016W	YNL161W	
YJR074W	YLR293C	YOR185C	
YAL056W	YDL035C	YER020W	
YFL010C	YOL106W	YPR182W	
YKL135C	YLR329W	YPL259C	
YBR265W	YCR107W	YLR255C	
YHR060W	YKL119C	YOR270C	
YBL100W-A	YJL162C	YNL229C	
YDL166C	YLR222C	YNR041C	
YDL111C	YGR195W	YOL021C	
YGR059W	YLR454W	YMR065W	
YAL003W	YBR118W	YPR080W	
YDR166C	YER008C	YLR166C	
YER064C	YNL157W	YPL212C	
YLR396C	YMR231W	YPL045W	
YHR204W	YJL053W	YOR312C	
YBR278W	YIL006W	YLR181C	
YBR034C	YGR165W	YPL265W	
YDR384C	YMR009W	YPL222W	
YBR296C	YHR188C	YLR137W	
YKL011C	YPL283C	YPR122W	
YJL015C	YNL037C	YOR136W	
YLR417W	YMR077C	YPL002C	
YGR003W	YJR050W	YLR297W	
YLR242C	YNR019W	YOR381W	
YGR016W	YLR135W	YPL022W	
YDR191W	YOR025W	YOR082C	
Q0085	YDR377W	YPL078C	
YDL020C	YIL075C	YLR421C	
YDR492W	YJR067C	YLR406C	
YDL137W	YDL192W	YGL137W	
YEL037C	YLR441C	YOR119C	
YGR263C	YNL066W	YOR180C	
YEL041W	YJR049C	YKL009W	
YBL078C	YCR027C	YOL083W	
YGL174W	YIR005W	YMR057C	
YGL229C	YJL178C	YJL211C	
YNL032W	YNL056W	YNL099C	
YGL022W	YIL097W	YPL227C	
YCR094W	YGL090W	YOR005C	
YHR014W	YHR185C	YPL204W	
YCR005C	YNL285W	YPL245W	
YMR019W	YNL309W	YOL004W	
YCL055W	YGL036W	YNL196C	
YDR390C	YIL098C	YPR180W	
YDL044C	YGR056W	YOR100C	
YNR004W	YPL004C	YPL157W	
YBR052C	YCR004C	YDR032C	
YMR092C	YNL138W	YPL263C	
YLR151C	YPL003W	YPR066W	
YIL053W	YOR208W	YPL201C	
YGL042C	YJL158C	YJR030C	
YCR034W	YLR372W	YPL076W	
YBR285W	YPR037C	YPR156C	
YDL140C	YJR017C	YKL005C	
YBL059W	YCR099C	YGR262C	
YAL038W	YOR226C	YOR347C	
YDL106C	YFR034C	YOL001W	
YDR098C	YGL071W	YGL220W	
YDR326C	YER007C-A	YIL105C	
YDR215C	YKR024C	YNR038W	
YDL104C	YGR292W	YLR054C	
YBL040C	YDR044W	YDR077W	
YBR188C	YLL036C	YPR101W	
YGR013W	YIL009W	YKL012W	
YBR195C	YGR241C	YNL183C	
YBR170C	YDL126C	YDL190C	
YBR193C	YDL005C	YGL025C	
YER067W	YHR186C	YPL180W	
YIL103W	YJL096W	YKL191W	
YKL142W	YMR210W	YMR243C	
YCL059C	YGL201C	YIL150C	
YGR292W	YLR054C	YLR257W	
YBL040C	YCR067C	YDR077W	
YDR394W	YGL074C	YOR117W	
YIL023C	YMR104C	YOR154W	
YDR351W	YHR103W	YJR005W	
YDR228C	YOR250C	YPR049C	
YDR013W	YDR489W	YJL072C	
YDR226W	YHR062C	YOR176W	
YBR239C	YMR144W	YOR317W	
YBR039W	YMR302C	YPR024W	
YDR299W	YGR145W	YIL121W	
YBL052C	YHR056C	YNL258C	
YAL009W	YGL100W	YML103C	
YCL018W	YDR160W	YKL106W	
YER037W	YER052C	YIR018W	
YDR459C	YER102W	YFL017C	
YBR296C	YLR137W	YML089C	
YDR174W	YIL013C	YPR104C	
YAL064W	YKR011C	YMR149W	
YBR229C	YHR101C	YMR200W	
YGR111W	YLR196W	YOL151W	
YFL027C	YHR115C	YKL195W	
YDR252W	YGR134W	YJR055W	
YDL111C	YGR195W	YHR069C	
YBL056W	YLR259C	YOR020C	
YGR035C	YOR031W	YOR118W	
YGL071W	YGR168C	YIR018W	
YBR285W	YIL049W	YPR156C	
YCR040W	YDR224C	YMR043W	
YFR043C	YHL019C	YPR029C	
YGL016W	YGR274C	YKL058W	
YLR390W-A	YOL132W	YPL149W	
YBL023C	YDR344C	YOR196C	
YLL012W	YNR075W	YOR095C	
YAL035W	YGR156W	YMR260C	
YDR499W	YML058W	YNL116W	
YDL137W	YNL287W	YPL010W	
YGR010W	YLR328W	YNL218W	
YDR416W	YGR129W	YJR050W	
YJL141C	YLR213C	YOL133W	
YDL091C	YIL022W	YNR017W	
YGL016W	YJR132W	YLR335W	
YIR022W	YJR010C-A	YML055W	
YDR490C	YHR207C	YLR466W	
YBR213W	YLR035C	YMR206W	
YDR383C	YJL019W	YOL104C	
YDR298C	YDR377W	YPL078C	
YGL180W	YJL006C	YML112W	
YFL042C	YLR339C	YMR303C	
YDL179W	YMR147W	YPR047W	
YCL018W	YDR160W	YFR029W	
YDL220C	YDR082W	YMR106C	
YDR073W	YML068W	YOR290C	
YCR030C	YDR158W	YMR132C	
YLR157C	YNL070W	YPR133W-A	
YPL004C	YPL074W	YPL157W	
YJR119C	YKL072W	YLR014C	
YEL064C	YNR058W	YOR242C	
YAL056W	YER020W	YOR371C	
YDL144C	YDR088C	YGR006W	
YBR272C	YEL034W	YLR015W	
YER144C	YHR105W	YOR034C	
YJL158C	YJR030C	YLR226W	
YJL141C	YLL017W	YOR197W	
YBR047W	YCR073C	YJL128C	
YDL070W	YGL063W	YGL075C	
YDR026C	YDR110W	YLR095C	
YNL056W	YNL099C	YNL180C	
YIR027C	YNL252C	YOR344C	
YDR045C	YGR246C	YJL011C	
YBL042C	YBR021W	YER021W	
YGR208W	YKL177W	YPL011C	
YCR068W	YER019W	YER104W	
YBR006W	YDR382W	YKL023W	
YDL094C	YDL196W	YER071C	
YCR028C	YMR020W	YPL244C	
YBL100W-A	YJL162C	YPL059W	
YAL030W	YDR164C	YPL232W	
YDL084W	YER063W	YOR333C	
Q0250	YBR037C	YLL009C	
YBR055C	YDR028C	YPR082C	
YBL078C	YHR171W	YNL212W	
YHR169W	YKL075C	YOR148C	
YBL086C	YJR040W	YLR322W	
YGL151W	YPL276W	YPR168W	
YDL140C	YKL005C	YML010W	
YBL032W	YFR012W	YML105C	
YGR004W	YLR324W	YPR028W	
YBL106C	YIL033C	YJL164C	
YCR059C	YDR400W	YJL160C	
YDL154W	YFL003C	YGL025C	
YDR356W	YHR172W	YKL042W	
YBR146W	YIL070C	YML054C	
YDR072C	YDR107C	YOL015W	
YEL005C	YGL079W	YGR107W	
YDR189W	YER157W	YOR216C	
YBR281C	YNL191W	YPL249C	
YKL093W	YKL212W	YMR081C	
YER082C	YGL057C	YJL135W	
YMR020W	YOR075W	YPL244C	
YDR068W	YER103W	YGL065C	
YEL069C	YGL249W	YPR110C	
YDR140W	YIL151C	YLR121C	
YJR068W	YNL262W	YOR217W	
YBL040C	YCR067C	YPL085W	
YBR027C	YHL007C	YLR353W	
YBR067C	YNL237W	YPR138C	
YDL154W	YFL003C	YGL170C	
YKR074W	YLR211C	YLR446W	
YHR098C	YNL049C	YPR181C	
YDR455C	YLL046C	YOR108W	
YDR314C	YLL059C	YML011C	
YLR275W	YOL106W	YPR182W	
YCR060W	YHR034C	YLR241W	
YHR015W	YNL277W	YPL169C	
YDR292C	YKL154W	YMR163C	
YGR214W	YIL009W	YOL130W	
YDL063C	YMR041C	YPL131W	
YBL002W	YCL066W	YCR040W	
YHL003C	YKL008C	YMR298W	
YBL021C	YGL237C	YKL109W	
YKR021W	YOL014W	YOL039W	
YCL063W	YJL043W	YPL005W	
YML028W	YOR213C	YPL208W	
YDR138W	YGL162W	YPL178W	
YBR009C	YNL030W	YNL031C	
YDR108W	YDR246W	YMR218C	
YBL002W	YCR040W	YDR224C	
YDL035C	YER020W	YOR371C	
YGR013W	YGR214W	YIL009W	
YBR275C	YDR464W	YNL216W	
YBR009C	YBR010W	YGR116W	
YDR179C	YER137C	YMR025W	
YGL097W	YIL063C	YOR364W	
YJL096W	YNL018C	YOL075C	
YDL071C	YNL155W	YOR364W	
YDL041W	YIL158W	YIR002C	
YIR033W	YKL020C	YLR233C	
YLR358C	YMR228W	YOR348C	
YER145C	YIL056W	YJL001W	
YHL049C	YLR056W	YOL099C	
YBL010C	YKR022C	YNL258C	
YKL056C	YKL087C	YLR285W	
YAL036C	YGR250C	YNR022C	
YBL071C	YBR060C	YNL261W	
YDL161W	YLR206W	YOR111W	
YKR010C	YLR456W	YPR172W	
YKL047W	YLR098C	YPL130W	
YGR101W	YHL021C	YOR107W	
YDL193W	YFL022C	YGR062C	
YGR004W	YGR026W	YLR324W	
YJL090C	YJR068W	YNL262W	
YKL087C	YLR053C	YLR285W	
YBL025W	YDL113C	YMR270C	
YEL009C	YHR145C	YPL038W	
YAL064W	YMR149W	YOR279C	
YDR030C	YLR175W	YNL124W	
YAL003W	YBR118W	YKL081W	
YGL090W	YLR265C	YOR005C	
YDR434W	YLR459W	YNL301C	
YDL106C	YFR034C	YKR099W	
YIL097W	YOR103C	YPL227C	
YFR015C	YJL137C	YLR258W	
YBL100C	YDR250C	YJL070C	
YDL166C	YLR222C	YNL239W	
YBL100C	YDR374C	YJL070C	
YER068W	YIL038C	YPR072W	
YDR351W	YHR103W	YNL070W	
YLR363C	YMR080C	YNL112W	
YBR020W	YML051W	YPL248C	
YCL026C-A	YLR177W	YPL203W	
YAL038W	YOR226C	YPL088W	
YBR038W	YHR123W	YPR106W	
YEL063C	YGR057C	YKL015W	
YGL001C	YGR060W	YLR100W	
YDR059C	YEL012W	YMR022W	
YBL042C	YBR021W	YEL021W	
YDL101C	YGL094C	YKL025C	
YGL138C	YGR123C	YMR021C	
YBR119W	YLR449W	YNL277W	
YCL055W	YGL036W	YGL192W	
YBL056W	YBR125C	YDR071C	
YDL108W	YGL134W	YPR025C	
YLR465C	YML035C	YPR071W	
YBR239C	YMR144W	YPL133C	
YBR019C	YHL019C	YKL135C	
YER073W	YGL010W	YPL257W	
YLR240W	YLR360W	YPL120W	
YDR357C	YEL005C	YGL079W	
YER100W	YJR077C	YPL229W	
YAR061W	YJR086W	YMR182C	
YDR200C	YLR238W	YNL127W	
YBL014C	YHL004W	YOR158W	
YKL075C	YNL091W	YNL164C	
YNL032W	YNL056W	YNL093W	
YDR160W	YFR029W	YJL156C	
YBR027C	YDL011C	YOR046C	
YBR006W	YKL023W	YKR092C	
YBR302C	YPL105C	YPR063C	
YDR068W	YER103W	YLR237W	
YDL044C	YDR505C	YGR056W	
YDR503C	YER049W	YGR271W	
YBL014C	YJL025W	YML043C	
YGR047C	YNL039W	YPL061W	
YDR342C	YER048C	YPL205C	
YDL224C	YIL050W	YLR449W	
YEL048C	YIL136W	YNL227C	
YDR279W	YIL131C	YNL042W	
YLR196W	YNL125C	YOL151W	
YBR205W	YJR093C	YPR107C	
YBR058C	YOL059W	YOL156W	
YNL151C	YOR116C	YPR190C	
YER162C	YJR052W	YLR167W	
YIL062C	YJR065C	YKL013C	
YHR186C	YJR066W	YPL180W	
YER064C	YJL041W	YPL212C	
YAL016W	YDL134C	YNL127W	
YBR057C	YCL055W	YGL192W	
YDR088C	YGR006W	YGR232W	
YER092W	YGL220W	YLR052W	
YDL090C	YGL155W	YKL019W	
YER002W	YHR066W	YPR016C	
YDR063W	YGL239C	YKL013C	
YDL070W	YGL063W	YLR399C	
YFR008W	YLR395C	YMR029C	
YKL056C	YLR053C	YLR285W	
YHR185C	YIL007C	YMR200W	
YER126C	YHR019C	YHR204W	
YGR267C	YPL003W	YPR066W	
YGR167W	YHR161C	YMR183C	
YBR281C	YNL287W	YPL010W	
YDL202W	YER004W	YER009W	
YDR333C	YGR244C	YPL118W	
YGR056W	YGR240C	YOR100C	
YKL028W	YKR062W	YNL277W	
YGR269W	YLR172C	YOR159C	
YBR250W	YHR145C	YNL012W	
YDL229W	YKR084C	YNL209W	
YBL043W	YBL100W-A	YNL229C	
YDR413C	YGR151C	YGR289C	
YKL139W	YML112W	YOR323C	
YDR007W	YEL064C	YOR242C	
YGL024W	YIL009W	YOL130W	
YCR087C-A	YHR174W	YLR265C	
YCL004W	YDL002C	YLR052W	
YGL049C	YGR162W	YOR276W	
YER036C	YGR206W	YNL142W	
YDL235C	YIL147C	YNR031C	
YGR024C	YIL082W	YKL090W	
YGR240C	YMR205C	YMR223W	
YDR179C	YHR188C	YJR015W	
YGL061C	YJL179W	YOR380W	
YML014W	YML099C	YMR042W	
YHL034C	YHR072W-A	YHR089C	
YFL052W	YJL125C	YNL062C	
YCR047C	YLR339C	YLR461W	
YDL014W	YLR197W	YOR310C	
Q0275	YER154W	YOR121C	
YER099C	YHL011C	YKL181W	
YDL216C	YER137C	YMR025W	
YHL036W	YPR106W	YPR163C	
YLR148W	YLR396C	YMR231W	
YGR174C	YIL079C	YOL115W	
YDL001W	YLR457C	YML006C	
YBR082C	YDR059C	YDR177W	
YGL105W	YGL245W	YKL098W	
YDR301W	YLR115W	YPR107C	
YBR048W	YDR025W	YDR450W	
YCR004C	YDR032C	YLR253W	
YDR271C	YDR509W	YOR244W	
YDR063W	YJR065C	YKL013C	
YBR055C	YKR074W	YLR446W	
YAL032C	YLR326W	YPL151C	
YER136W	YIL098C	YPR180W	
YDL110C	YKL015W	YOR078W	
YBR286W	YOR035C	YPL200W	
Q0250	Q0275	YER154W	
YEL009C	YHR145C	YNL012W	
YFL051C	YKL026C	YNL316C	
YCR028C-A	YML061C	YMR063W	
YGL106W	YHR019C	YHR204W	
YHL015W	YMR271C	YOR350C	
YGR240C	YMR205C	YOR100C	
YBR136W	YDR499W	YML058W	
YAL001C	YDR362C	YNL039W	
YGL035C	YKL074C	YML046W	
YLR157C	YPR106W	YPR163C	
YHR193C	YML062C	YNL097C	
YBR218C	YER065C	YNL117W	
YAL022C	YGL132W	YOR054C	
YBR162C	YNL217W	YOL028C	
YBR091C	YEL020W-A	YHR005C-A	
YHR050W	YLR224W	YOR057W	
YBR102C	YER008C	YLR166C	
YDL006W	YDL230W	YIL147C	
YDR227W	YLR442C	YMR284W	
YGR163W	YLR377C	YML121W	
YDR383C	YOL104C	YOR159C	
YHL015W	YLL031C	YOR350C	
YCL056C	YDL157C	YOR037W	
YGR162W	YKR059W	YOR204W	
YBL068W	YER163C	YOL061W	
YAR061W	YGR115C	YJR086W	
YDR215C	YKR024C	YPL175W	
YBR253W	YIL128W	YMR112C	
YER063W	YKL056C	YLR285W	
YBR141C	YDR372C	YGL091C	
YGR228W	YOR097C	YOR245C	
YBR082C	YDR177W	YMR022W	
YDL204W	YMR110C	YOL065C	
YKL135C	YNL279W	YOL108C	
YAL036C	YGR250C	YIR001C	
YBR152W	YDL098C	YGR075C	
YIL115C	YNL004W	YOR160W	
YBL089W	YLR325C	YOR082C	
YBR055C	YDL064W	YMR168C	
YDL099W	YML102W	YPR018W	
YDL207W	YEL024W	YIL115C	
YGL162W	YMR125W	YPL178W	
