YBL019W	YBR115C	YBR161W	YBR289W	YCL044C	YCR020W-B	YDL179W	YDR520C	YEL047C	YGR275W	YHL025W	YJL176C	YLR321C	YLR357W	YMR091C	YNL307C	YNR023W	YOL070C	YOR290C	
YBR001C	YBR127C	YDL185W	YDR202C	YDR328C	YEL051W	YGR020C	YJR033C	YJR069C	YLR090W	YML121W	YMR027W	YMR258C	YNL239W	YPL201C	YPR036W	
YAL036C	YBR126C	YBR166C	YBR169C	YCL014W	YDR234W	YDR484W	YER071C	YGR285C	YHR064C	YJL095W	YKL047W	YNL209W	YOL087C	YOR069W	YOR081C	
YBR034C	YBR107C	YDR254W	YDR318W	YDR383C	YER069W	YGR006W	YGR179C	YJL105W	YJR135C	YLR315W	YLR381W	YMR198W	YNR062C	YOR342C	YPR046W	
YAL013W	YAL034C	YBR095C	YBR223C	YDL076C	YGR255C	YGR263C	YKL185W	YMR263W	YNL097C	YNL330C	YOL004W	YPL059W	YPL139C	YPL181W	YPR184W	
YCL014W	YDR165W	YDR251W	YEL023C	YFR053C	YGL253W	YHL002W	YJL052W	YJR009C	YKL216W	YKR042W	YLR231C	YOR269W	YOR368W	YPL003W	YPR164W	
YBL093C	YBR193C	YDL005C	YGL025C	YGL127C	YGL151W	YGR104C	YHR041C	YLR071C	YMR112C	YMR230W	YNL236W	YNR010W	YOL051W	YPL042C	YPR168W	
YAL011W	YBR231C	YDR334W	YDR485C	YEL018W	YGR002C	YHR090C	YHR099W	YLR085C	YLR385C	YML041C	YNL107W	YNL136W	YOL052C	YPL066W	
YBR146W	YBR251W	YER050C	YGR084C	YHR216W	YIL093C	YJR031C	YJR096W	YJR101W	YMR158W	YNL022C	YNL081C	YNL242W	YOR158W	YPL013C	
YBL082C	YBL093C	YBR193C	YDL005C	YER022W	YGL025C	YGL127C	YGL151W	YGR104C	YHR041C	YLR071C	YNL236W	YOL051W	YPL210C	YPR070W	
YCL059C	YCR016W	YDL040C	YDR113C	YDR143C	YGL078C	YGR283C	YHR089C	YIL159W	YJL162C	YLR175W	YLR197W	YMR310C	YNL227C	YPL009C	
YAL011W	YBR231C	YDR334W	YDR359C	YDR485C	YEL018W	YGR002C	YHR090C	YJR082C	YLR085C	YLR385C	YLR399C	YML041C	YNL107W	YOL052C	
YBL093C	YCR081W	YDL005C	YGL025C	YGL127C	YGR104C	YHR041C	YHR058C	YLR071C	YNL025C	YNL236W	YNR010W	YOL051W	YPL042C	YPR070W	
YBR125C	YDL156W	YHR118C	YIR035C	YJL187C	YJR154W	YML065W	YMR072W	YNL030W	YNL031C	YNL206C	YNL261W	YOR058C	YPL001W	YPR162C	
YCR060W	YDL002C	YDR190C	YEL044W	YER092W	YFL013C	YGL150C	YGR173W	YJL081C	YLR052W	YNL215W	YNL229C	YOR141C	YOR189W	YPL235W	
YBL059W	YBR259W	YCR079W	YDL115C	YDL140C	YDR404C	YDR463W	YGL043W	YGL070C	YGR186W	YJL140W	YJL168C	YJR017C	YOL005C	YPR133C	
YBL019W	YBR115C	YBR161W	YCL044C	YCR020W-B	YDL179W	YDR520C	YEL047C	YER062C	YGR056W	YGR275W	YKR008W	YLR357W	YMR091C	YOL070C	
YBL093C	YDL005C	YER022W	YGL025C	YGL127C	YGL151W	YGR104C	YHR041C	YMR230W	YNL236W	YNR010W	YOL051W	YOL135C	YPL042C	YPR070W	
YBR267W	YCL014W	YCL024W	YDL006W	YDR507C	YHR013C	YIR008C	YJL128C	YKR048C	YLR330W	YMR110C	YMR139W	YNL078W	YOL012C	YOR230W	
YBR267W	YCL024W	YDR225W	YDR507C	YGL241W	YHR013C	YKR048C	YKR092C	YLR330W	YLR410W	YMR110C	YMR139W	YNL078W	YOL012C	YOR230W	
YBL097W	YDL203C	YEL061C	YER012W	YER132C	YGL096W	YGR067C	YGR135W	YIL105C	YJL132W	YJR143C	YKR070W	YKR095W	YLR290C	YOL038W	
YAL011W	YBR231C	YDR334W	YDR485C	YEL018W	YJL081C	YJR082C	YKR072C	YLR085C	YLR385C	YML041C	YNL107W	YNL136W	YOL052C	YPR031W	
YBR125C	YDL156W	YER161C	YGL229C	YIR035C	YJL102W	YJL187C	YJR154W	YLL022C	YMR072W	YMR233W	YNL030W	YNL031C	YNL206C	YPL001W	
YBR125C	YDL156W	YER161C	YGL229C	YIR035C	YJL187C	YJR154W	YLL022C	YMR072W	YMR233W	YNL030W	YNL031C	YNL206C	YOR058C	YPL001W	
YBR146W	YBR251W	YER050C	YGR084C	YGR215W	YIL093C	YJR096W	YJR101W	YMR158W	YNL022C	YNL081C	YNL242W	YNR037C	YOR158W	YPL013C	
YDR103W	YDR251W	YEL023C	YER086W	YHL002W	YJL052W	YJR009C	YKL216W	YKR042W	YLR144C	YOR269W	YOR299W	YOR305W	YOR368W	YPL003W	
YDR103W	YDR251W	YEL023C	YER086W	YHL002W	YJL052W	YJR009C	YKL216W	YKR042W	YLR144C	YNL273W	YOR269W	YOR368W	YPL003W	YPR164W	
YAL026C	YBR143C	YER164W	YGL019W	YIL035C	YLR387C	YLR407W	YML069W	YMR154C	YMR172W	YOL088C	YOL108C	YOR039W	YOR054C	YOR061W	
YAL026C	YBR279W	YGL244W	YGR071C	YJR148W	YKL007W	YLL063C	YLR418C	YLR430W	YML069W	YML107C	YMR113W	YOL108C	YOL145C	YOR123C	
YBL093C	YCR081W	YDL005C	YGL127C	YGR104C	YHR041C	YHR058C	YKR067W	YMR287C	YNL236W	YNR010W	YOL051W	YOR174W	YOR349W	YPR070W	
YAL023C	YBR171W	YBR283C	YCR009C	YCR043C	YDL022W	YDL095W	YEL002C	YEL036C	YGR266W	YJL117W	YOR093C	YOR153W	YPL226W	YPR062W	
YBR044C	YBR291C	YDL081C	YDR033W	YER145C	YFR022W	YJR010C-A	YLR185W	YML055W	YML072C	YNR021W	YOL041C	YOR086C	YOR193W	YPL249C-A	
YBR146W	YBR251W	YDR041W	YER050C	YHR216W	YIL093C	YJR031C	YJR096W	YJR101W	YMR158W	YNL022C	YNL081C	YNL242W	YOR158W	YPL013C	
YDL002C	YDR006C	YDR190C	YER092W	YFL013C	YGL150C	YGR285C	YKL056C	YKL081W	YLR052W	YLR336C	YNL059C	YNL215W	YOR189W	YPL048W	
YBL074C	YDL051W	YDR240C	YER172C	YFL017W-A	YGR013W	YGR074W	YIL061C	YJR022W	YLR298C	YNL092W	YOR078W	YPL213W	YPR178W	YPR182W	
YAL019W	YBR088C	YDR043C	YER164W	YGL019W	YIL035C	YKL160W	YKR072C	YLR387C	YLR407W	YMR154C	YMR172W	YOL088C	YOR039W	YOR061W	
YBL052C	YDR359C	YEL018W	YFL024C	YHR090C	YJL081C	YJR082C	YLR455W	YNL107W	YNL136W	YOR064C	YOR244W	YPL066W	YPR023C	YPR031W	
YBL024W	YDR347W	YGL129C	YGR215W	YHL004W	YHR059W	YIL070C	YJR060W	YJR101W	YKL151C	YNL168C	YNR037C	YOL143C	YOR158W	YPL032C	
YAL019W	YBR084W	YBR088C	YGL207W	YHR035W	YIL035C	YLR387C	YNL030W	YNL031C	YNL206C	YOL054W	YOL088C	YOR052C	YOR054C	YOR101W	
YBL026W	YBL074C	YER029C	YGL174W	YGR074W	YJL035C	YLR275W	YMR240C	YMR288W	YNL024C	YNL286W	YOR305W	YOR319W	YPL213W	YPR057W	
YBL026W	YBR055C	YCR077C	YDL051W	YDR378C	YDR473C	YEL015W	YGL173C	YGR054W	YGR091W	YJL124C	YLR438C-A	YOR078W	YOR308C	YPR178W	
YBL052C	YDR359C	YEL018W	YFL024C	YGR002C	YHR090C	YHR099W	YJR082C	YLR455W	YNL136W	YOR064C	YOR244W	YPL066W	YPR023C	YPR031W	
YBR289W	YER155C	YFL049W	YHL025W	YIL177C	YJL137C	YJL176C	YLR035C	YMR159C	YNR023W	YOR290C	YPL016W	YPL208W	YPR034W	YPR081C	
YCL014W	YDR165W	YDR251W	YEL023C	YFR053C	YGL253W	YJL052W	YJR009C	YKL216W	YKR042W	YOR269W	YOR299W	YOR368W	YPL003W	YPR164W	
YBR081C	YCL010C	YDR145W	YDR176W	YDR208W	YDR392W	YDR448W	YGR252W	YLR055C	YOL148C	YOR023C	YPL047W	YPL222W	YPL254W	YPR008W	
YBR062C	YDL160C	YDR111C	YDR129C	YEL030W	YER001W	YGL049C	YGR041W	YGR162W	YIL103W	YJL138C	YLR380W	YML017W	YMR083W	YNL250W	
YDR043C	YGL019W	YHR131C	YIL035C	YJR131W	YKL088W	YKR056W	YKR072C	YLR362W	YLR387C	YLR407W	YMR154C	YMR172W	YOR054C	YOR061W	
YCL014W	YDR103W	YDR251W	YDR454C	YEL023C	YJL052W	YJL203W	YJR009C	YKL216W	YKR042W	YLR027C	YLR144C	YNL273W	YOR299W	YPL003W	
YDR043C	YER164W	YGL019W	YIL035C	YKL088W	YKL160W	YLR407W	YMR154C	YMR172W	YNL149C	YOL088C	YOR039W	YOR052C	YOR054C	YOR061W	
YBL024W	YBL090W	YDR337W	YDR347W	YGL129C	YGR165W	YHR059W	YIL070C	YIL093C	YJL063C	YJR113C	YKL151C	YNL168C	YOL143C	YPL032C	
YBR128C	YBR296C	YDR270W	YGL105W	YHR131C	YIR033W	YKL050C	YLR138W	YLR247C	YMR280C	YNL021W	YNL119W	YNR013C	YOR017W	YOR197W	
YBR107C	YBR211C	YDR254W	YDR318W	YDR383C	YER069W	YGR006W	YGR179C	YJR135C	YLR315W	YLR381W	YMR198W	YOR342C	YPL018W	YPR046W	
YBL074C	YBR119W	YDL087C	YDR473C	YFL017W-A	YGR074W	YGR091W	YHR127W	YIL061C	YJR022W	YKL012W	YLR014C	YNL092W	YNR011C	YOR308C	
YBL074C	YBR119W	YDR240C	YFL017W-A	YGR074W	YHR127W	YKL012W	YLR014C	YLR275W	YLR298C	YMR125W	YNL024C	YNL092W	YOR305W	YPR057W	
YBR081C	YCL010C	YDL059C	YDR176W	YDR392W	YDR448W	YGL066W	YGR252W	YLR055C	YMR223W	YMR236W	YOL148C	YOR023C	YPL047W	YPL254W	
YBR081C	YCL010C	YDL059C	YDR167W	YDR176W	YDR392W	YDR448W	YGR252W	YLR055C	YML098W	YMR005W	YOL148C	YOR023C	YPL047W	YPL254W	
YBL032W	YBR128C	YBR296C	YDR270W	YGL105W	YHR131C	YIR033W	YKL050C	YLR138W	YLR247C	YMR280C	YNL119W	YNR013C	YOR017W	YOR197W	
YBR107C	YDR254W	YDR318W	YDR383C	YER069W	YGR006W	YGR179C	YJL105W	YJR135C	YLR315W	YLR381W	YMR198W	YNR062C	YOR342C	YPR046W	
YBR081C	YCL010C	YDL059C	YDR167W	YDR392W	YDR448W	YGL066W	YGR252W	YLR055C	YMR223W	YMR236W	YOL148C	YOR023C	YPL047W	YPL254W	
YBL032W	YBR128C	YBR296C	YDR270W	YGL105W	YHR131C	YKL050C	YLR138W	YLR247C	YMR280C	YNL021W	YNL119W	YNR013C	YOR017W	YOR197W	
YCR077C	YDL160C	YDR378C	YEL015W	YER112W	YGL173C	YGR054W	YJL124C	YJR022W	YKL173W	YLR275W	YNL024C	YNL147W	YOR305W	YPR057W	
YBL032W	YBR128C	YBR296C	YDR270W	YGL105W	YIR033W	YKL050C	YLR138W	YLR247C	YMR280C	YNL021W	YNL119W	YNR013C	YOR017W	YOR197W	
YAL013W	YAL034C	YBR095C	YBR223C	YDL076C	YDR207C	YGR263C	YIL084C	YKL185W	YMR263W	YNL097C	YOL004W	YPL139C	YPL181W	YPR184W	
YBR059C	YDR001C	YDR099W	YDR348C	YDR490C	YER016W	YER177W	YGR097W	YHR161C	YIR003W	YKR098C	YLR176C	YNR014W	YOR140W	YOR220W	
YAL019W	YDR043C	YER164W	YGL019W	YIL035C	YKL160W	YLR387C	YLR407W	YMR154C	YMR172W	YOL088C	YOR039W	YOR052C	YOR054C	YOR061W	
YBR146W	YBR251W	YCR089W	YDR337W	YER050C	YGR084C	YHR061C	YIL067C	YJR031C	YJR096W	YJR101W	YKL155C	YMR012W	YNL022C	YNL242W	
YBL106C	YDL002C	YDR234W	YER092W	YFL013C	YGR285C	YHR155W	YKL056C	YKL081W	YLR052W	YLR336C	YNL059C	YNL215W	YOR189W	YPL048W	
YBR143C	YER164W	YGL019W	YGR063C	YIL035C	YJL115W	YLR387C	YLR407W	YMR154C	YMR172W	YNL031C	YOL088C	YOR039W	YOR054C	YOR061W	
YBR081C	YCL010C	YCR082W	YDR176W	YDR208W	YDR392W	YDR448W	YLR055C	YMR223W	YOL148C	YOR023C	YPL047W	YPL222W	YPL254W	YPR008W	
YBR084W	YER164W	YGL019W	YGL207W	YHR035W	YKL088W	YLR072W	YLR407W	YMR125W	YNL031C	YOL088C	YOR039W	YOR054C	YOR061W	YOR101W	
YBR081C	YCL010C	YDR145W	YDR176W	YDR392W	YDR448W	YGR252W	YLR055C	YMR223W	YMR236W	YOL148C	YPL047W	YPL222W	YPL254W	YPR008W	
YBR127C	YDL185W	YDR202C	YDR328C	YEL051W	YGR020C	YJR033C	YJR069C	YLR090W	YML121W	YMR027W	YMR258C	YNL239W	YPL201C	YPR036W	
YAL013W	YAL034C	YBR095C	YDL076C	YDR207C	YGR255C	YGR263C	YIL084C	YKL185W	YMR263W	YNL097C	YNL330C	YOL004W	YPL059W	YPR184W	
YBL106C	YDL002C	YER092W	YFL013C	YHR155W	YJL081C	YKL056C	YKL081W	YLR052W	YLR072W	YNL059C	YNL215W	YOR141C	YOR189W	YPL048W	
YBR081C	YBR198C	YCL010C	YDR167W	YDR392W	YDR448W	YGL112C	YLR055C	YMR005W	YMR223W	YMR227C	YMR236W	YPL047W	YPL222W	YPL254W	
YEL061C	YER012W	YFL017C	YGL096W	YGR067C	YGR135W	YGR253C	YIL105C	YJL001W	YJL132W	YJR143C	YKR095W	YLR290C	YOL038W	YOL146W	
YDR043C	YER164W	YGL019W	YIL035C	YKL088W	YKL160W	YLR387C	YLR407W	YMR154C	YMR172W	YOL088C	YOR039W	YOR052C	YOR054C	YOR061W	
YAL019W	YDR043C	YGL019W	YGR063C	YIL035C	YKL088W	YLR362W	YLR387C	YMR154C	YMR172W	YNL149C	YOL088C	YOR039W	YOR052C	YOR054C	
YBR026C	YDL190C	YDR165W	YEL037C	YFR053C	YGL253W	YIL038C	YIL148W	YKL080W	YKR001C	YNL084C	YNL111C	YNR031C	YOR081C	YPL096W	
YDR103W	YDR251W	YDR454C	YEL023C	YJL052W	YJL203W	YJR009C	YKL216W	YKR042W	YLR027C	YLR144C	YNL273W	YOR299W	YOR368W	YPL003W	
YBR081C	YBR198C	YCL010C	YCR082W	YDL059C	YDR176W	YDR392W	YDR448W	YGL066W	YGL112C	YGR252W	YMR223W	YOL148C	YPL047W	YPL254W	
YBL019W	YBR115C	YBR161W	YCL044C	YCR020W-B	YDL179W	YDR520C	YEL047C	YGR056W	YGR275W	YLR321C	YLR357W	YMR091C	YOL070C	YOR115C	
YBR026C	YCR009C	YDR165W	YDR457W	YFL038C	YFR053C	YGL253W	YIL038C	YIL148W	YKL080W	YNL084C	YNL111C	YOL025W	YOR081C	YPR062W	
YAL019W	YDR043C	YER164W	YGL019W	YGR063C	YIL035C	YKL088W	YLR387C	YMR154C	YMR172W	YMR230W	YOL088C	YOR039W	YOR052C	YOR054C	
YAL013W	YAL034C	YBR095C	YBR223C	YDL076C	YGR263C	YIL084C	YMR075W	YMR263W	YNL097C	YOL004W	YPL139C	YPL181W	YPR023C	YPR184W	
YBL059W	YCR079W	YDL115C	YDR075W	YDR143C	YDR404C	YGL019W	YGL043W	YGL070C	YGR063C	YGR186W	YIL021W	YJL140W	YML010W	YOL005C	
YBL074C	YBR119W	YBR152W	YDL181W	YER029C	YGR074W	YLR298C	YMR213W	YNL092W	YOR097C	YOR159C	YOR305W	YOR308C	YPR057W	YPR182W	
YAL019W	YBR143C	YDR043C	YER164W	YGL019W	YIL035C	YKL088W	YKL160W	YLR362W	YLR387C	YMR154C	YMR172W	YNL149C	YOR039W	YOR061W	
YBL020W	YBR173C	YDR400W	YDR489W	YER132C	YGL011C	YGR067C	YGR135W	YIL099W	YIR030C	YJL088W	YJR143C	YKR095W	YLR211C	YOL146W	
YBR081C	YBR198C	YDL065C	YDR167W	YER148W	YGL112C	YGR274C	YLR055C	YML015C	YMR005W	YMR227C	YMR236W	YPL011C	YPL167C	YPL254W	
YBR081C	YBR198C	YDR167W	YDR392W	YER148W	YGL112C	YGR274C	YIL016W	YLR055C	YML015C	YMR005W	YMR227C	YMR236W	YPL011C	YPL167C	
YBR081C	YBR198C	YDR167W	YER148W	YGL112C	YGR274C	YIL016W	YLR055C	YML015C	YMR005W	YMR227C	YMR236W	YPL011C	YPL167C	YPL254W	
YBL032W	YBR296C	YCL029C	YDL031W	YGL105W	YGL245W	YGR264C	YHR111W	YIR033W	YKL050C	YLR138W	YNL119W	YNR013C	YOR017W	YOR197W	
YBR081C	YCL010C	YDR448W	YGL066W	YGL112C	YGR252W	YLR055C	YML015C	YML098W	YMR223W	YMR227C	YOL148C	YPL047W	YPL222W	YPL254W	
YAL034C	YDR359C	YFL024C	YGR255C	YHR090C	YJL123C	YJR082C	YNL136W	YNL330C	YOL004W	YOR244W	YPL059W	YPL139C	YPR023C	YPR184W	
YBL059W	YBL082C	YBR259W	YCR079W	YDL115C	YDL140C	YDR289C	YGL043W	YGL070C	YGR063C	YGR186W	YJL140W	YJL168C	YJR017C	YOL005C	
YBR175W	YBR258C	YDR195W	YDR469W	YHR029C	YHR119W	YKL018W	YLR015W	YLR115W	YLR246W	YLR277C	YNL222W	YOR179C	YPL138C	YPR107C	
YAR003W	YBR175W	YBR258C	YDR195W	YDR301W	YDR469W	YGR156W	YHR029C	YHR119W	YKL018W	YLR015W	YLR115W	YLR246W	YLR277C	YOR179C	
YAL013W	YBR095C	YBR223C	YDL076C	YGR255C	YGR263C	YIL084C	YKL185W	YMR263W	YNL097C	YNL330C	YOL004W	YPL059W	YPL139C	YPL181W	
YAL034C	YDR359C	YEL018W	YFL024C	YHR090C	YJL123C	YJR082C	YMR075W	YNL136W	YOL004W	YOR244W	YPL066W	YPL139C	YPR023C	YPR184W	
YAL013W	YAL034C	YDL076C	YGR263C	YIL084C	YMR075W	YMR263W	YNL097C	YNL330C	YOL004W	YPL059W	YPL139C	YPL181W	YPR023C	YPR184W	
YDL150W	YDR045C	YDR495C	YJL011C	YKL144C	YKR025W	YNL113W	YNL151C	YNR003C	YOL021C	YOR116C	YOR207C	YPR110C	YPR187W	YPR190C	
YBL093C	YBR253W	YDL005C	YDR308C	YDR443C	YER022W	YGL127C	YGL151W	YGR104C	YHR041C	YNL236W	YNR010W	YOL051W	YPL042C	YPR070W	
YDR473C	YER069W	YER172C	YFL017W-A	YGR091W	YJR022W	YKL095W	YKL173W	YLR014C	YLR147C	YLR325C	YML049C	YNL147W	YOR097C	YPR101W	
YBR066C	YBR081C	YCR082W	YDL059C	YDR167W	YDR176W	YDR392W	YDR448W	YDR523C	YGR252W	YLR055C	YMR223W	YMR236W	YPL047W	YPL254W	
YAL013W	YAL034C	YDL076C	YGR263C	YIL084C	YKL185W	YMR263W	YNL097C	YNL330C	YOL004W	YPL059W	YPL139C	YPL181W	YPR023C	YPR184W	
YBR081C	YCL010C	YDR167W	YDR176W	YDR392W	YDR448W	YGR252W	YIL016W	YLR055C	YML098W	YMR005W	YOL148C	YOR023C	YPL047W	YPL254W	
YDR251W	YEL023C	YER086W	YJL052W	YJR009C	YKL216W	YKR042W	YLR027C	YLR144C	YNL273W	YOR269W	YOR299W	YOR368W	YPL003W	YPR164W	
YBR173C	YDL203C	YEL061C	YER012W	YER132C	YGL096W	YGR067C	YGR135W	YJL132W	YJR143C	YKL206C	YKR054C	YKR070W	YKR095W	YLR290C	
YDL070W	YDL155W	YDR490C	YGR086C	YGR267C	YJR156C	YLR079W	YLR179C	YMR031C	YMR086W	YNL067W	YOL045W	YPL004C	YPL155C	YPR115W	
YBR173C	YDL203C	YEL061C	YER012W	YER132C	YFL017C	YGL096W	YGR067C	YGR135W	YGR253C	YJL132W	YJR143C	YKR070W	YKR095W	YLR290C	
YAL013W	YAL034C	YBR095C	YGR255C	YGR263C	YIL084C	YMR075W	YMR263W	YNL097C	YNL330C	YOL004W	YPL059W	YPL139C	YPR023C	YPR184W	
YCR008W	YCR028C-A	YDL143W	YDR188W	YGR086C	YJL110C	YLR079W	YLR179C	YMR031C	YMR086W	YMR309C	YNL067W	YOL045W	YPL004C	YPL155C	
YBR034C	YBR107C	YBR211C	YDR318W	YDR383C	YER069W	YGR006W	YGR179C	YJR135C	YLR315W	YLR381W	YMR198W	YOR342C	YPL018W	YPR046W	
YBR034C	YBR107C	YDR254W	YDR318W	YDR383C	YGR179C	YJR135C	YLR315W	YLR381W	YMR198W	YNR013C	YNR062C	YOR342C	YPL018W	YPR046W	
YBR081C	YCL010C	YCR082W	YDL059C	YDR176W	YDR392W	YDR448W	YDR523C	YGL066W	YGR252W	YLR055C	YMR223W	YMR236W	YOR023C	YPL254W	
YBL055C	YDL111C	YDR280W	YGR095C	YGR158C	YGR195W	YHR069C	YHR081W	YMR193W	YNL232W	YNR024W	YOL021C	YOL142W	YOR001W	YOR076C	
YBR081C	YCR082W	YDL059C	YDR167W	YDR176W	YDR392W	YDR406W	YDR448W	YDR523C	YGR252W	YLR055C	YMR223W	YMR236W	YPL047W	YPL254W	
YBR066C	YBR081C	YCL010C	YCR082W	YDL059C	YDR176W	YDR392W	YGL066W	YGR252W	YMR223W	YOL148C	YOR023C	YPL047W	YPL254W	YPR008W	
YBR119W	YDL030W	YDL087C	YDR235W	YDR240C	YER069W	YGR013W	YIL061C	YKL012W	YKL095W	YLR147C	YLR298C	YLR325C	YML046W	YPR101W	
YBR231C	YDR334W	YDR359C	YEL018W	YGR002C	YHR090C	YHR099W	YJR082C	YML041C	YNL107W	YNL136W	YOR244W	YPL066W	YPR023C	YPR031W	
YCR003W	YCR071C	YDR116C	YDR237W	YDR322W	YDR405W	YDR462W	YGR076C	YLR312W-A	YLR439W	YMR024W	YNL005C	YNL252C	YNL284C	YPL173W	
YBR166C	YBR267W	YCL014W	YCL024W	YDR484W	YDR507C	YER071C	YHR013C	YKR048C	YMR110C	YMR139W	YNL078W	YNL209W	YOL087C	YOR230W	
YAL013W	YAL034C	YBR095C	YDR207C	YGR255C	YGR263C	YIL084C	YKL185W	YMR263W	YNL097C	YNL330C	YOL004W	YPL059W	YPL139C	YPR184W	
YBR166C	YBR169C	YDR006C	YDR137W	YDR165W	YDR272W	YDR484W	YFR053C	YGL253W	YGR285C	YHR064C	YJL095W	YNL209W	YOR069W	YOR081C	
YBR198C	YDR145W	YDR167W	YER148W	YGL066W	YGL112C	YGR274C	YIL016W	YML015C	YML031W	YML098W	YMR005W	YMR227C	YPL011C	YPL167C	
YDL087C	YDL181W	YGR074W	YGR091W	YHR156C	YHR165C	YKL095W	YLR147C	YLR325C	YNL092W	YOR097C	YOR159C	YOR305W	YOR308C	YPR057W	
YBR119W	YDL087C	YDR240C	YER069W	YGR074W	YIL061C	YKL095W	YKL173W	YLR147C	YLR275W	YLR325C	YML046W	YNL092W	YOR097C	YPR057W	
YBR081C	YCL010C	YDR392W	YDR406W	YDR448W	YGL066W	YGL112C	YGR252W	YLR055C	YML015C	YOL148C	YOR023C	YPL047W	YPL222W	YPL254W	
YAL013W	YBR095C	YBR223C	YDL076C	YGR255C	YKL185W	YMR075W	YMR263W	YNL097C	YNL330C	YOL004W	YPL059W	YPL139C	YPL181W	YPR023C	
YBL059W	YBL082C	YCR079W	YDL115C	YDL140C	YDR289C	YGL043W	YGL070C	YGL246C	YGR063C	YML010W	YOL005C	YOR151C	YPL129W	YPR133C	
YBL093C	YBR193C	YDL005C	YGL025C	YGL127C	YGL151W	YGR104C	YHR041C	YLR071C	YMR112C	YMR230W	YNL236W	YNR010W	YOL051W	YPR168W	
YBL059W	YBL082C	YCR079W	YDL115C	YDL140C	YDR289C	YGL019W	YGL043W	YGL070C	YGR063C	YGR186W	YJL140W	YJL168C	YJR017C	YOL005C	
YAL013W	YBR095C	YBR223C	YDL076C	YGR255C	YGR263C	YKL185W	YMR075W	YMR263W	YNL097C	YNL330C	YPL059W	YPL139C	YPL181W	YPR023C	
YAL047C	YBR155W	YBR169C	YBR267W	YCL014W	YGL241W	YIL071C	YKL047W	YKR048C	YLR410W	YMR108W	YNL078W	YNL209W	YOR069W	YOR133W	
YAL013W	YBR095C	YBR223C	YDL076C	YGR263C	YIL084C	YKL185W	YMR075W	YMR263W	YNL097C	YNL330C	YPL059W	YPL139C	YPL181W	YPR023C	
YAL047C	YBR069C	YBR139W	YBR169C	YCL014W	YDR006C	YDR234W	YDR484W	YGR285C	YHR064C	YIL071C	YKL047W	YNL209W	YOL087C	YOR081C	
YBL093C	YBR193C	YCR081W	YDL005C	YGL025C	YGL127C	YGL151W	YGR104C	YHR041C	YHR058C	YMR230W	YNR010W	YOL051W	YPL042C	YPR070W	
YBR198C	YCL010C	YDR176W	YDR392W	YDR448W	YGL066W	YGR252W	YLR055C	YMR223W	YOL148C	YOR023C	YPL047W	YPL222W	YPL254W	YPR008W	
YBL093C	YBR193C	YCR081W	YDL005C	YER022W	YGL025C	YGL127C	YGL151W	YGR104C	YHR041C	YLR071C	YNL236W	YOL051W	YPL210C	YPR070W	
YAL062W	YBL059W	YDL115C	YDR075W	YDR143C	YGL019W	YGL043W	YGL070C	YGR005C	YGR063C	YGR186W	YIL021W	YJL140W	YML010W	YPL129W	
YBR034C	YBR107C	YBR211C	YDR254W	YDR318W	YDR383C	YER069W	YGR006W	YJL105W	YJR135C	YLR315W	YNR013C	YNR062C	YPL018W	YPR046W	
YAL043C	YAL046C	YBL101C	YDR195W	YER133W	YFR003C	YJR093C	YKL018W	YKL193C	YKR002W	YLL013C	YLR115W	YMR311C	YNL233W	YOR227W	
YBL093C	YBR253W	YCR081W	YDL005C	YDR308C	YDR443C	YGL025C	YGL127C	YGL151W	YGR104C	YHR067W	YNR010W	YOL051W	YPL042C	YPR070W	
YBR185C	YBR278W	YCL032W	YCR087C-A	YDL053C	YDL069C	YDR121W	YGL157W	YGL203C	YHR046C	YKL213C	YML065W	YNL262W	YPR162C	YPR175W	
YBL093C	YBR253W	YCR081W	YDL005C	YDR308C	YDR443C	YGL025C	YGL127C	YGL151W	YGR104C	YMR112C	YMR230W	YNR010W	YOL051W	YPR070W	
YBR081C	YCL010C	YCR082W	YDL059C	YDR176W	YDR392W	YGL066W	YGR252W	YMR223W	YOL148C	YOR023C	YPL047W	YPL222W	YPL254W	YPR008W	
YAL043C	YAL046C	YBL010C	YBL101C	YBR166C	YDL199C	YHR029C	YKL018W	YKL059C	YLR115W	YLR277C	YLR303W	YNL208W	YNL317W	YOR179C	
YBL059W	YBL082C	YBR259W	YCR079W	YDL115C	YDR143C	YGL043W	YGL070C	YGR005C	YGR186W	YIL021W	YJL140W	YOL005C	YOR151C	YPL129W	
YBR081C	YCL010C	YDR176W	YDR208W	YDR392W	YDR448W	YGR252W	YLR055C	YMR223W	YOL148C	YOR023C	YPL047W	YPL222W	YPL254W	YPR008W	
YDL145C	YER059W	YER120W	YFR051C	YGL137W	YGR233C	YIL076W	YLR190W	YLR260W	YMR224C	YNL255C	YOL001W	YPL010W	YPL031C	YPL219W	
YBL059W	YBL082C	YBR259W	YCR079W	YDL115C	YDL140C	YDR289C	YGL043W	YGL070C	YGR186W	YJL140W	YJL168C	YJR017C	YOL005C	YPL129W	
YBL093C	YBR253W	YCR081W	YDR308C	YER022W	YGL127C	YGL151W	YGR198W	YHR041C	YMR287C	YNL236W	YNR010W	YOR174W	YOR349W	YPL210C	
