YCR057C	YDR071C	YDR299W	YDR365C	YDR449C	YGL120C	YGR145W	YHR065C	YIL142W	YJL069C	YKL015W	YLR129W	YLR222C	YLR409C	YMR259C	YNL224C	YNR054C	YOR310C	YPR137W	
YBR066C	YBR081C	YCR082W	YDL059C	YDR145W	YDR176W	YDR392W	YGL066W	YGR252W	YMR223W	YOL148C	YOR023C	YPL047W	YPL254W	YPR008W	
YDR103W	YDR251W	YEL023C	YHL002W	YJL052W	YJR009C	YKL216W	YKR042W	YNL273W	YOR269W	YOR299W	YOR305W	YOR368W	YPL003W	YPR164W	
YBL052C	YDR359C	YEL018W	YHR090C	YJL081C	YJL123C	YJR082C	YLR455W	YNL107W	YNL136W	YOR064C	YOR244W	YPL066W	YPR023C	YPR031W	
YAL013W	YBR095C	YBR223C	YDL076C	YGR255C	YGR263C	YKL185W	YMR075W	YMR263W	YNL097C	YNL330C	YPL059W	YPL139C	YPL181W	YPR023C	
YDR103W	YDR251W	YEL023C	YER086W	YJL052W	YJR009C	YKL216W	YKR042W	YLR144C	YNL273W	YOR269W	YOR299W	YOR368W	YPL003W	YPR164W	
YBL052C	YDR359C	YEL018W	YFL024C	YJL081C	YJR082C	YLR455W	YNL107W	YNL136W	YNL246W	YOR064C	YOR244W	YPL066W	YPR023C	YPR031W	
YBL052C	YDR359C	YEL018W	YFL024C	YHR090C	YJL123C	YJR082C	YLR455W	YNL107W	YNL136W	YNL246W	YOR064C	YOR244W	YPL066W	YPR023C	
YBR289W	YFL049W	YHL025W	YIL177C	YJL137C	YJL176C	YLR035C	YMR159C	YNL085W	YNR023W	YOR156C	YPL016W	YPL208W	YPR034W	YPR081C	
YBR066C	YBR081C	YCL010C	YCR082W	YDL059C	YDR176W	YDR392W	YGL066W	YGR252W	YMR223W	YOL148C	YOR023C	YPL047W	YPL254W	YPR008W	
YAL011W	YBL038W	YBR231C	YDR227W	YDR334W	YDR485C	YJL081C	YKR072C	YLR085C	YLR187W	YLR385C	YLR399C	YML041C	YNL107W	YOL052C	
YAL031C	YAL043C	YAL046C	YBL010C	YBL101C	YBR166C	YDL199C	YDR195W	YDR301W	YJR093C	YKL059C	YLR115W	YLR303W	YNL317W	YOR179C	
YBR066C	YBR081C	YCR082W	YDL059C	YDR167W	YDR176W	YDR392W	YDR448W	YDR523C	YGR252W	YLR055C	YMR223W	YMR236W	YPL047W	YPL254W	
YCR016W	YCR077C	YDR153C	YEL015W	YER112W	YER146W	YGL173C	YGL213C	YGR054W	YHL034C	YJL124C	YKL015W	YKL023W	YLR398C	YPR189W	
YBL041W	YBR173C	YBR225W	YCR076C	YDR011W	YDR179W-A	YEL061C	YER094C	YJL001W	YLR256W	YMR314W	YOL038W	YOR157C	YOR362C	YPR103W	
YBL052C	YDR359C	YEL018W	YFL024C	YHR090C	YJL081C	YJR082C	YLR455W	YNL107W	YNL136W	YOR064C	YOR244W	YPL066W	YPR023C	YPR031W	
YBL052C	YDR359C	YEL018W	YFL024C	YGR002C	YHR090C	YHR099W	YJR082C	YLR455W	YNL136W	YOR064C	YOR244W	YPL066W	YPR023C	YPR031W	
YAL029C	YAL043C	YAL046C	YBL101C	YDL199C	YDR195W	YDR301W	YGR156W	YJR093C	YKL018W	YLR115W	YLR277C	YLR303W	YNL208W	YOR179C	
YAL029C	YAL034C	YBR095C	YDL076C	YGR255C	YJL168C	YMR075W	YMR263W	YNL330C	YOL004W	YPL059W	YPL139C	YPL181W	YPR023C	YPR184W	
YCR003W	YCR071C	YDR116C	YDR237W	YDR322W	YDR405W	YDR462W	YGR076C	YLR312W-A	YLR439W	YMR024W	YNL005C	YNL252C	YNL284C	YPL173W	
YDR103W	YDR251W	YEL023C	YER086W	YHL002W	YJL052W	YJR009C	YKL216W	YKR042W	YLR144C	YNL273W	YOR269W	YOR368W	YPL003W	YPR164W	
YBR062C	YDL160C	YDR239C	YER001W	YGL049C	YGR041W	YGR162W	YIL103W	YJL138C	YKL048C	YKL204W	YLR023C	YLR380W	YML017W	YMR083W	
YAL013W	YBR095C	YBR223C	YDL076C	YGR255C	YGR263C	YIL084C	YKL185W	YMR263W	YNL097C	YNL330C	YPL059W	YPL139C	YPL181W	YPR023C	
YCL014W	YDR103W	YDR165W	YDR251W	YEL023C	YFR053C	YGL253W	YHL002W	YJL052W	YJR009C	YKL216W	YKR042W	YNL273W	YOR368W	YPL003W	
YCL014W	YDR103W	YDR165W	YDR251W	YEL023C	YFR053C	YGL253W	YHL002W	YJL052W	YJR009C	YKL216W	YKR042W	YOR299W	YOR368W	YPL003W	
YDR359C	YEL018W	YGR002C	YGR255C	YHR090C	YHR099W	YJL081C	YJR082C	YMR075W	YNL107W	YNL330C	YPL059W	YPL139C	YPR023C	YPR031W	
YBR062C	YBR283C	YDR239C	YDR272W	YEL030W	YGR041W	YGR162W	YIL103W	YJL138C	YKL191W	YLR023C	YLR043C	YLR231C	YLR380W	YMR083W	
YBR062C	YBR283C	YDR239C	YDR272W	YGL049C	YGR041W	YGR162W	YIL103W	YJL138C	YKL191W	YLR023C	YLR043C	YLR231C	YLR380W	YMR083W	
YBR062C	YDL160C	YDR111C	YEL030W	YER001W	YGR041W	YIL103W	YJL138C	YKL191W	YLR023C	YLR231C	YLR380W	YMR083W	YNL250W	YPL207W	
YBR062C	YDL160C	YDR239C	YEL030W	YER001W	YGL049C	YGR041W	YGR162W	YIL103W	YJL138C	YKL048C	YKL204W	YLR023C	YML017W	YMR083W	
YAL013W	YBR095C	YBR223C	YDL076C	YGR255C	YGR263C	YIL084C	YMR075W	YMR263W	YNL097C	YNL330C	YPL059W	YPL139C	YPL181W	YPR023C	
YDR041W	YDR304C	YDR494W	YER050C	YGR084C	YGR215W	YHR216W	YJR031C	YKL155C	YMR158W	YMR188C	YNL081C	YNR037C	YOR158W	YPL013C	
YBR152W	YER029C	YGL174W	YIR009W	YJL203W	YLR275W	YMR240C	YMR288W	YNL024C	YNL092W	YNL286W	YOR305W	YOR319W	YPL213W	YPR057W	
YBR062C	YDR166C	YEL030W	YER001W	YGL049C	YGR041W	YGR162W	YIL103W	YJL138C	YKL048C	YKL191W	YLR043C	YLR231C	YLR380W	YMR083W	
YBR062C	YDR239C	YDR272W	YEL030W	YER001W	YGR041W	YGR162W	YIL103W	YJL138C	YKL048C	YKL191W	YLR023C	YLR043C	YLR231C	YMR083W	
YBR062C	YDR239C	YDR272W	YER001W	YGR041W	YGR162W	YIL103W	YJL138C	YKL048C	YKL191W	YLR023C	YLR043C	YLR231C	YLR380W	YMR083W	
YAL031C	YAL043C	YBL010C	YBR166C	YDR195W	YDR301W	YHR029C	YKL018W	YKR002W	YLR115W	YLR277C	YNL208W	YNL222W	YNL317W	YPR107C	
YBR062C	YDR272W	YER001W	YGL049C	YGR041W	YGR162W	YIL103W	YJL138C	YKL048C	YKL191W	YLR023C	YLR043C	YLR231C	YMR083W	YNL250W	
YAL031C	YAL043C	YAL046C	YBL010C	YBL101C	YDL199C	YDR195W	YGR156W	YJR093C	YLR115W	YLR277C	YLR303W	YNL208W	YNL222W	YNL317W	
YBR065C	YBR267W	YCL024W	YDR225W	YER063W	YGL241W	YKR011C	YKR048C	YLR410W	YMR110C	YMR139W	YNL078W	YOL012C	YPL090C	YPL220W	
YAL031C	YAL043C	YAL046C	YBL010C	YBL101C	YBR166C	YDL199C	YDR195W	YDR301W	YKL059C	YLR115W	YLR277C	YLR303W	YNL317W	YOR179C	
YBR081C	YCL010C	YDL059C	YDR167W	YDR392W	YDR448W	YGL066W	YGR252W	YLR055C	YMR223W	YMR236W	YOL148C	YOR023C	YPL047W	YPL254W	
YBR267W	YCL024W	YDR452W	YER063W	YGL241W	YJL128C	YKR011C	YKR048C	YKR092C	YLR330W	YMR139W	YNL078W	YOL012C	YOR230W	YPL220W	
YBR081C	YCL010C	YDR406W	YDR448W	YGL066W	YGL112C	YGR252W	YLR055C	YML015C	YML098W	YMR223W	YMR227C	YOL148C	YPL047W	YPL254W	
YCL011C	YDR138W	YHR167W	YIL038C	YIL041W	YJL006C	YJL065C	YJR032W	YML062C	YNL004W	YNL253W	YNR047W	YOR191W	YPL127C	YPL161C	
YBR161W	YBR289W	YCL044C	YDL179W	YEL047C	YFL049W	YGR056W	YGR275W	YHL025W	YJL176C	YMR091C	YNL307C	YNR023W	YOR290C	YPL129W	
YBR081C	YBR198C	YDR176W	YDR392W	YDR448W	YGL066W	YGL112C	YGR252W	YML015C	YMR005W	YMR223W	YMR227C	YOL148C	YPL047W	YPL254W	
YBR081C	YCL010C	YCR082W	YDL059C	YDR176W	YDR392W	YDR448W	YDR523C	YGL066W	YGR252W	YLR055C	YMR223W	YMR236W	YOR023C	YPL254W	
YBR081C	YCL010C	YCR082W	YDL059C	YDR176W	YDR392W	YGL066W	YGR252W	YMR223W	YOL148C	YOR023C	YPL047W	YPL222W	YPL254W	YPR008W	
YBR081C	YCL010C	YCR082W	YDR145W	YDR176W	YDR392W	YDR448W	YLR055C	YMR223W	YOL148C	YOR023C	YPL047W	YPL222W	YPL254W	YPR008W	
YBR081C	YCL010C	YCR082W	YDR176W	YDR208W	YDR392W	YDR448W	YLR055C	YMR223W	YOL148C	YOR023C	YPL047W	YPL222W	YPL254W	YPR008W	
YBR267W	YCL024W	YDR452W	YDR507C	YER063W	YGL241W	YKR048C	YKR092C	YLR330W	YLR410W	YMR110C	YMR139W	YNL078W	YOL012C	YOR230W	
YBR081C	YCL010C	YDL059C	YDR176W	YDR392W	YDR448W	YGL066W	YGR252W	YLR055C	YMR223W	YMR236W	YOL148C	YOR023C	YPL047W	YPL254W	
YBR081C	YCL010C	YDR145W	YDR176W	YDR208W	YDR392W	YDR448W	YGR252W	YLR055C	YOL148C	YOR023C	YPL047W	YPL222W	YPL254W	YPR008W	
YBR081C	YCL010C	YDR145W	YDR176W	YDR392W	YDR448W	YGL066W	YGR252W	YLR055C	YMR223W	YOL148C	YPL047W	YPL222W	YPL254W	YPR008W	
YBR081C	YCL010C	YDR145W	YDR176W	YDR392W	YDR448W	YGR252W	YLR055C	YMR223W	YMR236W	YOL148C	YPL047W	YPL222W	YPL254W	YPR008W	
YBR081C	YCL010C	YDR167W	YDR176W	YDR392W	YDR448W	YDR523C	YGR252W	YLR055C	YML098W	YMR005W	YOL148C	YOR023C	YPL047W	YPL254W	
YBR081C	YCL010C	YDR167W	YDR176W	YDR392W	YDR448W	YDR523C	YGR252W	YLR055C	YMR223W	YMR236W	YOR023C	YPL047W	YPL222W	YPL254W	
YBR081C	YCL010C	YDR176W	YDR208W	YDR392W	YDR448W	YGR252W	YLR055C	YMR223W	YOL148C	YOR023C	YPL047W	YPL222W	YPL254W	YPR008W	
YBR081C	YCL010C	YDR176W	YDR392W	YDR406W	YGL066W	YGL112C	YGR252W	YLR055C	YML098W	YMR223W	YOL148C	YPL011C	YPL047W	YPL254W	
YBR173C	YDL203C	YEL061C	YER012W	YER132C	YGL096W	YGR067C	YGR135W	YJL132W	YJR143C	YKL206C	YKR054C	YKR070W	YKR095W	YLR290C	
YBR081C	YDR392W	YDR406W	YDR448W	YGL066W	YGL112C	YGR252W	YGR274C	YLR055C	YML015C	YML098W	YOL148C	YPL011C	YPL047W	YPL254W	
YDR103W	YDR251W	YDR454C	YEL023C	YJL052W	YJL203W	YJR009C	YKL216W	YKR042W	YLR027C	YLR144C	YNL273W	YOR299W	YOR368W	YPL003W	
YBL052C	YDR359C	YEL018W	YEL044W	YFL024C	YHR090C	YJL081C	YJL123C	YJR082C	YNL107W	YNL136W	YNL246W	YOR244W	YPL066W	YPR023C	
YBR069C	YBR139W	YBR166C	YBR169C	YCL014W	YDR006C	YDR234W	YFL007W	YGL066W	YGR285C	YHR064C	YMR108W	YNL209W	YOL087C	YOR081C	
YBR251W	YDR304C	YDR494W	YER050C	YGR084C	YIL093C	YJR031C	YJR096W	YJR101W	YMR158W	YNL022C	YNL081C	YNL242W	YPL013C	YPL118W	
YAL007C	YBR159W	YDR086C	YDR092W	YDR174W	YDR221W	YGL035C	YGL087C	YGL200C	YGR231C	YHR039C	YHR193C	YMR044W	YMR140W	YOR172W	
YBR069C	YBR139W	YBR169C	YDR006C	YDR165W	YDR484W	YER071C	YFR053C	YGL253W	YGR285C	YHR064C	YKL047W	YNL209W	YOL087C	YOR081C	
YBR069C	YBR139W	YCL014W	YDR006C	YDR234W	YDR484W	YGR130C	YGR285C	YHR013C	YHR064C	YKL047W	YMR031C	YNL209W	YOL087C	YOR081C	
YBR069C	YBR139W	YCL014W	YDR103W	YDR165W	YEL023C	YFR053C	YGL253W	YHL002W	YHR064C	YKL216W	YLR135W	YLR231C	YOR269W	YOR368W	
YBR069C	YBR139W	YCL014W	YDR165W	YEL023C	YFR053C	YGL253W	YHR064C	YKL216W	YLR131C	YLR135W	YLR231C	YOR269W	YOR305W	YOR368W	
YBL093C	YBR253W	YCR081W	YDR308C	YER022W	YGL127C	YGL151W	YHR041C	YMR287C	YNL236W	YNR010W	YOR174W	YOR349W	YPL042C	YPL210C	
YBR069C	YCL014W	YDR103W	YDR165W	YEL023C	YFR053C	YGL253W	YHR064C	YKL216W	YLR131C	YLR135W	YLR231C	YOR269W	YOR305W	YOR368W	
YBR267W	YCL024W	YDR225W	YDR507C	YER063W	YGL241W	YJL128C	YKR011C	YKR048C	YLR410W	YMR110C	YMR139W	YNL078W	YOR230W	YPL090C	
YBL052C	YBR010W	YBR245C	YDR052C	YFR013W	YFR034C	YGL133W	YGR081C	YLR095C	YMR044W	YMR284W	YNL167C	YOL017W	YOR304W	YPL055C	
YAL013W	YBR095C	YBR223C	YDL076C	YGR255C	YKL185W	YMR075W	YMR263W	YNL097C	YNL330C	YOL004W	YPL059W	YPL139C	YPL181W	YPR023C	
YAL026C	YAL036C	YBR279W	YGL244W	YJR148W	YLL063C	YLR410W	YLR418C	YLR430W	YML069W	YOL108C	YOL145C	YOR040W	YOR123C	YPL084W	
YBL052C	YBL103C	YBR010W	YBR245C	YCR087C-A	YFR034C	YGR081C	YLR095C	YMR044W	YMR284W	YNL054W	YNL167C	YNL206C	YOR304W	YPL055C	
YBL046W	YBL059W	YBL082C	YCR079W	YDL140C	YDR075W	YDR289C	YDR463W	YGL019W	YGL043W	YGL070C	YGR063C	YGR186W	YJL168C	YML010W	
YBR081C	YCR082W	YDL059C	YDR167W	YDR176W	YDR392W	YDR406W	YDR448W	YDR523C	YGR252W	YLR055C	YMR223W	YMR236W	YPL047W	YPL254W	
YCR060W	YDL002C	YDR190C	YEL044W	YER092W	YFL013C	YGL150C	YGR173W	YLR052W	YNL215W	YNL229C	YOR141C	YOR189W	YPL048W	YPL235W	
YBL055C	YCR035C	YDL111C	YDR280W	YGR095C	YGR158C	YGR195W	YHR069C	YHR081W	YMR193W	YNL232W	YNR024W	YOL142W	YOR001W	YOR076C	
YDL215C	YEL056W	YER161C	YGL229C	YGR104C	YJR154W	YLL022C	YLR072W	YMR230W	YMR233W	YNL031C	YNL079C	YNL261W	YOR386W	YPR162C	
YDL087C	YDR240C	YER069W	YGR013W	YHR127W	YIL061C	YKL012W	YKL095W	YLR147C	YLR275W	YLR298C	YLR325C	YML046W	YOR097C	YOR159C	
YBR231C	YDR334W	YDR359C	YEL018W	YGR002C	YHR090C	YHR099W	YJL081C	YJR082C	YLR385C	YNL107W	YNL136W	YNL246W	YPL066W	YPR023C	
YBL093C	YCR081W	YDL005C	YGL025C	YGL127C	YGR104C	YHR041C	YHR058C	YLR071C	YNL025C	YNL236W	YNR010W	YOL051W	YPL042C	YPR070W	
YBR119W	YDL087C	YDR240C	YER069W	YGR013W	YGR074W	YHR127W	YJR022W	YKL012W	YLR147C	YLR275W	YMR213W	YNL092W	YOR097C	YPR057W	
YDL215C	YEL056W	YGR104C	YHR118C	YIR035C	YJL187C	YML131W	YMR230W	YNL030W	YNL031C	YNL079C	YNL206C	YOL154W	YOR386W	YPL001W	
YCR060W	YDL002C	YDR190C	YDR485C	YER092W	YFL013C	YGL150C	YGR173W	YLR052W	YLR072W	YNL229C	YOR141C	YOR189W	YPL048W	YPL235W	
YAL062W	YAR071W	YBL019W	YBR115C	YCR020W-B	YCR052W	YDL179W	YDR303C	YDR520C	YGR056W	YGR275W	YIL033C	YLR321C	YLR357W	YOL070C	
YBR026C	YCR002C	YCR009C	YDL160C	YDR457W	YFL038C	YIL038C	YIL148W	YKL080W	YKR001C	YNL084C	YNL111C	YOL025W	YOR042W	YPR062W	
YBR119W	YDL043C	YDL087C	YDR235W	YGR013W	YGR074W	YIL061C	YJR022W	YKL095W	YLR147C	YLR325C	YNL092W	YOR097C	YOR159C	YPR057W	
YBR034C	YBR107C	YBR211C	YDR254W	YDR318W	YDR383C	YER069W	YGR006W	YGR179C	YJR135C	YLR315W	YLR381W	YOR342C	YPL018W	YPR046W	
YDL087C	YGL238W	YGR013W	YGR074W	YHR086W	YHR127W	YIL061C	YKL012W	YML046W	YNL092W	YOR097C	YOR159C	YOR305W	YPL213W	YPR057W	
YBR034C	YBR107C	YBR211C	YDR254W	YDR318W	YDR383C	YGR006W	YGR179C	YJL105W	YJR135C	YLR315W	YNR062C	YOR342C	YPL018W	YPR046W	
YBR034C	YBR107C	YBR211C	YDR254W	YDR318W	YDR383C	YGR006W	YGR179C	YJL105W	YLR315W	YLR381W	YNR062C	YOR342C	YPL018W	YPR046W	
YBR034C	YBR107C	YBR211C	YDR254W	YDR318W	YDR383C	YGR006W	YGR179C	YJR135C	YLR315W	YLR381W	YMR198W	YOR342C	YPL018W	YPR046W	
YBR034C	YBR107C	YBR211C	YDR254W	YDR318W	YDR383C	YGR179C	YJL105W	YJR135C	YLR315W	YMR198W	YNR013C	YNR062C	YPL018W	YPR046W	
YDL179W	YGR056W	YGR275W	YHL025W	YIL177C	YJL176C	YMR033W	YMR159C	YNL085W	YNR023W	YOR156C	YOR290C	YPL208W	YPR034W	YPR081C	
YAR002W	YDL087C	YER161C	YGL232W	YGR180C	YGR202C	YHR090C	YKL114C	YLR298C	YLR335W	YML060W	YMR125W	YNL189W	YOR001W	YPL178W	
YCR032W	YCR059C	YDL147W	YDL216C	YDR055W	YDR179C	YDR320C	YIL071C	YJL080C	YLL040C	YMR025W	YOL117W	YOR209C	YPR003C	YPR040W	
YAL013W	YAL034C	YBR095C	YGR255C	YGR263C	YIL084C	YMR075W	YMR263W	YNL097C	YNL330C	YOL004W	YPL059W	YPL139C	YPR023C	YPR184W	
YAR002W	YDL087C	YER161C	YGL232W	YGR202C	YKL114C	YKL214C	YLR298C	YLR335W	YML060W	YMR125W	YNL189W	YOR001W	YOR098C	YPL178W	
YBR125C	YDL156W	YER161C	YGL229C	YIR035C	YJL187C	YJR154W	YLL022C	YMR072W	YMR233W	YNL030W	YNL031C	YNL206C	YOR058C	YPL001W	
YBR125C	YDL156W	YER161C	YGL229C	YIR035C	YJL102W	YJL187C	YJR154W	YLL022C	YMR072W	YMR233W	YNL030W	YNL031C	YNL206C	YPL001W	
YAR002W	YDR289C	YER161C	YGL232W	YGR180C	YGR202C	YHR090C	YKL114C	YKL214C	YLR298C	YLR335W	YML060W	YMR125W	YNL189W	YPL178W	
YDL005C	YGL025C	YGL127C	YGL151W	YHR041C	YHR058C	YKR067W	YLR071C	YMR287C	YNL236W	YNR010W	YOL051W	YOL135C	YOR174W	YOR349W	
YEL030W	YER001W	YGR041W	YGR162W	YIL103W	YJL138C	YKL048C	YKL191W	YLR023C	YLR043C	YLR231C	YLR380W	YMR083W	YNL250W	YOL109W	
YDL181W	YDR378C	YDR416W	YER112W	YGR091W	YHR156C	YHR165C	YJR022W	YKL095W	YLR147C	YLR325C	YOR097C	YOR159C	YOR305W	YOR308C	
YAL062W	YBL059W	YBL082C	YCR079W	YDL115C	YDR143C	YGL043W	YGL070C	YGL116W	YGR005C	YGR072W	YGR186W	YIL021W	YJL140W	YPL129W	
YBL106C	YDL002C	YER092W	YFL013C	YHR155W	YJL081C	YKL056C	YKL081W	YLR052W	YLR072W	YNL059C	YNL215W	YOR141C	YOR189W	YPL048W	
YBR001C	YBR127C	YDL185W	YDR202C	YDR328C	YEL051W	YJR033C	YJR069C	YLR090W	YML121W	YMR027W	YMR258C	YNL239W	YPL201C	YPR036W	
YBR119W	YDL181W	YER029C	YER172C	YFL017W-A	YGR013W	YGR091W	YIL061C	YLR014C	YNL092W	YOR097C	YOR159C	YOR305W	YOR308C	YPL213W	
YBL055C	YCR035C	YDL111C	YDR280W	YGR095C	YGR158C	YGR195W	YHR069C	YHR081W	YKL129C	YMR193W	YNL232W	YOL115W	YOL142W	YOR001W	
YAR002W	YDR289C	YER161C	YGL232W	YGR180C	YGR202C	YKL114C	YLR298C	YML060W	YMR125W	YNL189W	YOR001W	YOR124C	YPL020C	YPL178W	
YAL011W	YBR231C	YDR334W	YDR485C	YGL252C	YGR002C	YGR086C	YKR072C	YLR085C	YLR385C	YLR399C	YML041C	YNL076W	YNL107W	YOL052C	
YBR175W	YDR103W	YDR251W	YEL023C	YER086W	YHL002W	YJL052W	YJR009C	YKL216W	YKR042W	YLR144C	YNL273W	YOR299W	YOR368W	YPL003W	
YBL032W	YBR296C	YDR270W	YGL105W	YHR131C	YIR033W	YKL050C	YLR138W	YLR247C	YMR280C	YNL021W	YNL119W	YNR013C	YOR017W	YOR197W	
YBL032W	YBR128C	YBR296C	YDR270W	YER157W	YGL105W	YIR033W	YLR138W	YLR247C	YMR280C	YNL021W	YNL119W	YNR013C	YOR017W	YOR197W	
YAL036C	YAL047C	YBR155W	YBR166C	YCL014W	YDR484W	YER071C	YIL071C	YKL047W	YMR108W	YNL112W	YNL209W	YOR069W	YOR133W	YPL074W	
YBR044C	YBR291C	YDL081C	YDR033W	YFR022W	YIR022W	YJR010C-A	YLR185W	YLR342W	YML055W	YML072C	YOL041C	YOR086C	YOR193W	YPL249C-A	
YBR047W	YBR283C	YDL145C	YDR238C	YER120W	YER122C	YGR233C	YHR066W	YIL076W	YJR045C	YNL272C	YNL287W	YOR363C	YPL010W	YPL219W	
YAL034C	YDL076C	YGR255C	YIL084C	YJL168C	YMR075W	YMR263W	YNL097C	YNL330C	YOL004W	YPL059W	YPL139C	YPL181W	YPR023C	YPR184W	
YBL054W	YBR080C	YCR014C	YDL036C	YDL175C	YDR363W-A	YFR010W	YGL094C	YGR232W	YHR200W	YJR066W	YLR421C	YNL087W	YOR209C	YPR045C	
YBR047W	YDL145C	YDR047W	YDR238C	YER120W	YER122C	YFR051C	YGL137W	YGR233C	YIL076W	YLR260W	YNL255C	YOR363C	YPL031C	YPL219W	
YBR044C	YBR291C	YDL081C	YDR033W	YER145C	YFR022W	YJR010C-A	YLR185W	YLR342W	YML055W	YML072C	YNR021W	YOR086C	YOR193W	YPL249C-A	
YBR107C	YDR254W	YDR318W	YDR383C	YER069W	YGR006W	YGR179C	YJL105W	YJR135C	YLR315W	YLR381W	YMR198W	YNR062C	YOR342C	YPR046W	
YBR055C	YDR473C	YER069W	YER172C	YFL017W-A	YGR091W	YKL095W	YLR014C	YLR147C	YLR325C	YMR213W	YNR011C	YOR159C	YOR305W	YOR308C	
YAL013W	YBR095C	YBR223C	YDL076C	YGR255C	YGR263C	YIL084C	YKL185W	YMR263W	YNL097C	YNL330C	YOL004W	YPL059W	YPL139C	YPL181W	
YBR107C	YBR211C	YDR254W	YDR318W	YDR383C	YER069W	YGR006W	YJL105W	YJR135C	YLR315W	YLR381W	YNR013C	YNR062C	YPL018W	YPR046W	
YBL093C	YBR253W	YCR081W	YDL005C	YDR308C	YGL025C	YGL127C	YGL151W	YGR104C	YMR112C	YMR230W	YNR010W	YOL051W	YPL042C	YPR070W	
YAL034C	YBL052C	YDL076C	YDR359C	YEL018W	YFL024C	YHR090C	YJL168C	YJR082C	YMR075W	YOL004W	YPL139C	YPR023C	YPR031W	YPR184W	
YBR107C	YBR211C	YDR254W	YDR318W	YDR383C	YER069W	YGR006W	YGR179C	YJR135C	YLR315W	YLR381W	YMR198W	YOR342C	YPL018W	YPR046W	
YAL011W	YBR231C	YCR060W	YDR190C	YDR227W	YDR334W	YDR485C	YGR002C	YHR034C	YKR072C	YLR085C	YLR385C	YML041C	YNL107W	YOL052C	
YAL013W	YAL034C	YBR223C	YDL076C	YGR263C	YIL084C	YKL185W	YMR263W	YNL097C	YNL330C	YOL004W	YPL059W	YPL139C	YPL181W	YPR184W	
YBL032W	YBR128C	YBR296C	YDR270W	YGL105W	YHR131C	YIR033W	YKL050C	YLR138W	YLR247C	YMR280C	YNL021W	YNL119W	YNR013C	YOR197W	
YBL032W	YBR128C	YBR296C	YDR270W	YGL105W	YHR131C	YJL092W	YKL050C	YLR138W	YLR247C	YNL021W	YNL119W	YNR013C	YOR017W	YOR197W	
YBL032W	YBR128C	YBR296C	YDR270W	YGL105W	YHR131C	YKL050C	YLR138W	YLR247C	YMR280C	YNL021W	YNL119W	YNR013C	YOR017W	YOR197W	
YBR034C	YBR107C	YDR254W	YDR318W	YDR383C	YER069W	YGR006W	YJL105W	YJR135C	YLR315W	YLR381W	YMR198W	YNR062C	YPL018W	YPR046W	
YBL093C	YCR081W	YDL005C	YDR308C	YGL025C	YGL127C	YGR104C	YGR198W	YHR041C	YNL236W	YNR010W	YOL051W	YOR174W	YPL042C	YPR070W	
YBL032W	YBR128C	YBR296C	YDR270W	YGL105W	YIR033W	YKL050C	YLR138W	YLR247C	YMR280C	YNL021W	YNL119W	YNR013C	YOR017W	YOR197W	
YAL043C	YAL046C	YBL010C	YBL101C	YBR166C	YDL199C	YHR029C	YKL018W	YKL059C	YLR115W	YLR277C	YLR303W	YNL208W	YNL317W	YOR179C	
YBR034C	YBR107C	YDR254W	YDR318W	YDR383C	YGR179C	YJR135C	YLR315W	YLR381W	YMR198W	YNR013C	YNR062C	YOR342C	YPL018W	YPR046W	
YAL036C	YBR279W	YGL017W	YGL244W	YGR043C	YJR148W	YLL063C	YLR418C	YLR430W	YMR113W	YOL145C	YOR040W	YOR123C	YPL084W	YPL243W	
YAL036C	YBR279W	YGL017W	YGL244W	YGR043C	YJR148W	YLL063C	YLR407W	YLR418C	YMR172W	YOL145C	YOR040W	YOR061W	YPL084W	YPL243W	
YBL032W	YBR128C	YBR296C	YER157W	YGL105W	YHR131C	YIR033W	YLR138W	YLR247C	YMR280C	YNL021W	YNL119W	YNR013C	YOR017W	YOR197W	
YBL093C	YBR253W	YDL005C	YDR308C	YDR443C	YGL025C	YGL127C	YGL151W	YGR104C	YMR112C	YMR230W	YNR010W	YOL051W	YPL042C	YPR070W	
YBR108W	YCR002C	YCR008W	YCR009C	YDL070W	YDL155W	YGR086C	YGR237C	YGR267C	YJR156C	YLR079W	YOL045W	YPL074W	YPR062W	YPR115W	
YBR034C	YBR211C	YDR254W	YDR318W	YDR383C	YER069W	YGR006W	YJL105W	YJR135C	YLR315W	YLR381W	YNR013C	YNR062C	YPL018W	YPR046W	
YBR148W	YDL078C	YER069W	YHR039C	YHR121W	YIL045W	YIR001C	YJL051W	YLL032C	YLR032W	YLR325C	YMR031C	YOR058C	YPR007C	
YDL122W	YDL208W	YDL213C	YGR103W	YHL007C	YHR138C	YJL192C	YLL008W	YMR049C	YNR067C	YOL008W	YOR272W	YPL093W	YPR008W	
YAL013W	YAL034C	YBR095C	YGR255C	YGR263C	YIL084C	YLR223C	YMR075W	YMR263W	YNL097C	YNL330C	YOL004W	YPL139C	YPL181W	
YDL122W	YDL208W	YDL213C	YGR103W	YHL007C	YHR138C	YJL192C	YLL008W	YMR023C	YMR049C	YNR067C	YOL008W	YOR272W	YPL093W	
YBR148W	YDL078C	YER069W	YGL067W	YHR121W	YIL045W	YIR001C	YJL051W	YLL032C	YLR032W	YML032C	YNL293W	YOR058C	YPR007C	
