YAL032C	YBL104C	YBR065C	YBR152W	YCR063W	YDL030W	YDL209C	YDR364C	YDR416W	YDR473C	YGL128C	YGR091W	YGR278W	YHR156C	YJR050W	YKR022C	YLR117C	YMR213W	YOR308C	
YAL034C	YAR002W	YCL009C	YDR257C	YDR502C	YER110C	YJL138C	YLR335W	YLR347C	YMR308C	YNL189W	YNL224C	YOR098C	YPL020C	YPR174C	
YAL013W	YBR095C	YCR084C	YDL076C	YDR207C	YEL018W	YIL084C	YIL101C	YKL072W	YMR075W	YMR263W	YNL097C	YNL330C	YOL004W	YPR023C	
YAL029C	YBR081C	YCL010C	YDR167W	YDR176W	YDR392W	YDR448W	YGL066W	YGR252W	YGR274C	YHR099W	YLR055C	YMR223W	YMR236W	YPL254W	
YAL010C	YDR490C	YER007C-A	YER053C	YGR086C	YGR130C	YJL066C	YJR014W	YKL028W	YKR018C	YKR052C	YLR333C	YMR031C	YMR241W	YPL004C	
YDL075W	YDL083C	YDL195W	YDR382W	YDR460W	YGR281W	YLR075W	YLR221C	YLR270W	YMR143W	YMR194W	YOR173W	YOR234C	YPR025C	YPR043W	
YAL029C	YBR081C	YCL010C	YDR167W	YDR392W	YDR448W	YGL066W	YGR252W	YHR099W	YLR055C	YML015C	YMR223W	YMR236W	YOL148C	YPL254W	
YBR114W	YBR136W	YCR028C-A	YCR092C	YDL156W	YDR097C	YDR499W	YLR386W	YML032C	YNL021W	YOL090W	YOR323C	YPL083C	YPR065W	YPR179C	
YAL029C	YBR081C	YCL010C	YDR448W	YGL066W	YGL112C	YGL151W	YGR252W	YLR055C	YML007W	YML015C	YMR223W	YNL236W	YOL148C	YPL254W	
YBR119W	YBR152W	YDL030W	YDL175C	YDR473C	YER029C	YER112W	YGR074W	YLR226W	YLR298C	YMR125W	YOR308C	YPL178W	YPR057W	YPR178W	
YAL034C	YAR002W	YCL009C	YDR257C	YER110C	YGL195W	YIL070C	YIL094C	YJL138C	YKL010C	YLR335W	YLR347C	YNL189W	YOR098C	YOR136W	
YBR086C	YDL075W	YDL083C	YDL195W	YDR382W	YDR460W	YGR281W	YLR221C	YLR270W	YML026C	YOR108W	YOR173W	YOR234C	YPL085W	YPR043W	
YAL017W	YAL029C	YBR081C	YCL010C	YCR042C	YDR176W	YDR392W	YGL066W	YGL112C	YGR252W	YLR055C	YMR223W	YOL148C	YPL011C	YPL254W	
YAL013W	YBR095C	YCR084C	YDL076C	YDR207C	YEL018W	YIL084C	YIL101C	YMR075W	YMR263W	YNL097C	YNL330C	YOL004W	YPL139C	YPL181W	
YAL013W	YBR095C	YDL076C	YDR359C	YEL018W	YJL081C	YKL072W	YLR103C	YMR075W	YMR263W	YNL097C	YNL330C	YOL004W	YPL139C	YPR023C	
YAL036C	YCL011C	YCL037C	YDL051W	YDL175C	YGL049C	YGR162W	YHL034C	YJL138C	YJL190C	YLR226W	YLR406C	YMR125W	YMR230W	YPL048W	
YAL029C	YBR081C	YCL010C	YDR145W	YDR176W	YDR392W	YDR448W	YGL066W	YLR055C	YMR080C	YMR223W	YNL272C	YOL148C	YPL011C	YPL254W	
YDL115C	YDL117W	YDR390C	YDR404C	YER139C	YGL070C	YGR063C	YGR186W	YHL021C	YIL021W	YJL140W	YML010W	YOL005C	YPR093C	YPR180W	
YBR081C	YBR253W	YCL010C	YDR176W	YDR392W	YDR448W	YGL066W	YGR252W	YGR274C	YLR055C	YMR223W	YMR236W	YPL011C	YPL254W	YPR070W	
YAL034C	YAR002W	YCL009C	YDR257C	YDR502C	YER110C	YGL195W	YIL094C	YJL138C	YLR335W	YLR347C	YNL189W	YOR098C	YOR136W	YPR174C	
YAL009W	YBL022C	YBR084W	YDL040C	YDR064W	YGR254W	YGR285C	YHR013C	YJL099W	YLR330W	YLR398C	YMR116C	YMR237W	YPL198W	YPR189W	
YBR081C	YCL010C	YDR044W	YDR167W	YDR176W	YDR392W	YDR448W	YGR252W	YLR055C	YML007W	YML098W	YMR005W	YOL148C	YPL254W	YPR070W	
YDR443C	YGL025C	YGL127C	YGL151W	YHR041C	YHR058C	YKR095W	YLR071C	YNL025C	YNL236W	YNR010W	YOL051W	YOL135C	YOR174W	YPL042C	
YAL036C	YBR158W	YDL175C	YDR418W	YGR285C	YHR064C	YJL080C	YJR145C	YKR057W	YLR226W	YLR406C	YOR096W	YPR057W	YPR161C	YPR189W	
YAL036C	YBR158W	YCL037C	YDR418W	YGR162W	YGR285C	YHL034C	YHR064C	YJL080C	YJL190C	YJR145C	YLR406C	YMR230W	YOR096W	YPL048W	
YDL115C	YDL117W	YER139C	YGL070C	YGR005C	YGR063C	YGR186W	YHL021C	YIL021W	YJL140W	YLR450W	YML010W	YOL005C	YOR151C	YPR093C	
YAL013W	YBR095C	YCR084C	YDL076C	YDR207C	YEL018W	YIL084C	YIL101C	YMR075W	YMR263W	YNL097C	YNL330C	YPL139C	YPL181W	YPR023C	
YAL036C	YBR158W	YCL037C	YDR418W	YGR162W	YGR285C	YHL034C	YHR064C	YJL080C	YJL138C	YJR145C	YKR057W	YLR406C	YMR230W	YPL048W	
YBR081C	YBR198C	YCL010C	YDR167W	YDR176W	YDR392W	YDR448W	YGL066W	YGR252W	YGR274C	YLR055C	YMR223W	YMR236W	YOL148C	YPL254W	
YDL115C	YDL117W	YDL140C	YDR404C	YER139C	YGL070C	YGR063C	YGR186W	YHL021C	YIL021W	YJL140W	YLR450W	YOL005C	YPR093C	YPR180W	
YDR443C	YGL025C	YGL127C	YGL151W	YGR104C	YML007W	YMR112C	YNL025C	YNL236W	YNR010W	YOL051W	YPL042C	YPL254W	YPR070W	YPR168W	
YDL115C	YDL117W	YDL140C	YDR251W	YDR404C	YGL070C	YGR005C	YGR063C	YGR186W	YIL021W	YJL140W	YLR450W	YOL005C	YPR093C	YPR180W	
YDR443C	YGL025C	YGL127C	YGL151W	YGR104C	YKR095W	YML007W	YMR112C	YNL025C	YNL236W	YNR010W	YOL051W	YPL042C	YPR070W	YPR168W	
YAL013W	YBR095C	YCR084C	YDL076C	YDR207C	YEL018W	YFR013W	YIL084C	YIL101C	YKL072W	YMR075W	YMR263W	YNL097C	YOL004W	YPR023C	
YAL029C	YBR081C	YBR198C	YCL010C	YDR176W	YDR448W	YGL066W	YGR252W	YLR055C	YML007W	YML015C	YMR005W	YMR223W	YOL148C	YPL254W	
YAL036C	YBR084W	YCL037C	YDL051W	YGR162W	YGR285C	YHL034C	YHR010W	YHR064C	YJL080C	YJL138C	YLR406C	YMR230W	YPL048W	YPR189W	
YAL026C	YAL053W	YBR205W	YDL112W	YDR335W	YDR457W	YGR026W	YGR204W	YHL011C	YJL052W	YKL067W	YLL040C	YML072C	YPL218W	YPL220W	
YAL029C	YBR081C	YCL010C	YDR176W	YDR392W	YDR448W	YGL066W	YGR252W	YGR274C	YHR099W	YLR055C	YMR223W	YMR236W	YOL148C	YPL254W	
YDL047W	YDL219W	YER155C	YFR019W	YFR040W	YGL056C	YGL197W	YGR081C	YJL098W	YKR028W	YLL021W	YMR310C	YOR267C	YPL020C	YPL049C	
YAL026C	YAL053W	YBR205W	YDR141C	YDR406W	YGL234W	YGR060W	YHL003C	YKL039W	YKL092C	YML029W	YML072C	YOL013C	YOR153W	YPL220W	
YAL013W	YBR095C	YCR084C	YDL076C	YDR207C	YFR013W	YIL031W	YKL072W	YMR075W	YMR263W	YNL097C	YNL330C	YOL004W	YPL139C	YPL181W	
YAL029C	YBR081C	YCL010C	YDR145W	YDR176W	YDR392W	YDR448W	YGL013C	YGL066W	YGR252W	YLR055C	YNL272C	YOL148C	YOR038C	YPL254W	
YAL017W	YAR014C	YCR073W-A	YDL117W	YDR001C	YDR099W	YER070W	YER133W	YER177W	YGL252C	YLR028C	YLR258W	YLR389C	YMR311C	YNL076W	
YAL029C	YBR081C	YCL010C	YCR042C	YDR145W	YDR176W	YDR392W	YGL066W	YGL112C	YGR252W	YLR055C	YMR223W	YMR227C	YOL148C	YPL254W	
YAL029C	YBR081C	YCL010C	YDR145W	YDR176W	YDR392W	YDR448W	YGL066W	YGR252W	YLR055C	YML007W	YNL272C	YOL148C	YPL254W	YPR070W	
YAL029C	YBR081C	YCL010C	YDR176W	YDR392W	YDR448W	YGL066W	YGR252W	YHR099W	YLR055C	YMR223W	YMR236W	YOL148C	YPL011C	YPL254W	
YDL115C	YDL117W	YDL140C	YDR251W	YDR404C	YER139C	YGL070C	YGR063C	YGR186W	YIL021W	YJL140W	YLR450W	YOL005C	YPR093C	YPR180W	
YAL026C	YAL053W	YBR205W	YDR141C	YDR406W	YGL234W	YHL003C	YKL008C	YKL039W	YKL092C	YML029W	YML072C	YOL013C	YOR153W	YPL220W	
YBR095C	YDR359C	YEL018W	YFL024C	YIL101C	YKL072W	YMR075W	YMR263W	YNL097C	YNL107W	YOL004W	YOR244W	YPL074W	YPL139C	YPR023C	
YAL009W	YBL022C	YBR084W	YDL040C	YGR016W	YGR285C	YHR013C	YJL080C	YJL099W	YJR145C	YLR330W	YLR448W	YMR116C	YPL198W	YPR189W	
YAL029C	YBR081C	YCL010C	YDR176W	YDR392W	YDR448W	YGL066W	YGR252W	YHR099W	YLR055C	YML007W	YMR223W	YMR236W	YOL148C	YPL254W	
YDL115C	YDL140C	YDR171W	YDR251W	YDR404C	YER139C	YGL070C	YGR063C	YGR186W	YHL021C	YJL140W	YOL005C	YOR151C	YPR093C	YPR180W	
YER164W	YGL019W	YGL244W	YHL020C	YIL035C	YIL084C	YKL072W	YLR407W	YLR418C	YMR172W	YOL004W	YOL145C	YOR039W	YOR061W	YOR123C	
YAL036C	YCL011C	YCL037C	YDL051W	YDL087C	YER029C	YGR162W	YGR285C	YHR064C	YIL061C	YJL190C	YMR125W	YMR230W	YOL139C	YOR276W	
YAL017W	YAR014C	YCR073W-A	YDL117W	YDR001C	YDR099W	YER133W	YER177W	YGL252C	YKL193C	YLR028C	YLR258W	YLR389C	YMR311C	YNL076W	
YAL029C	YBR081C	YCL010C	YDR176W	YDR392W	YDR448W	YGL066W	YGL151W	YGR252W	YLR055C	YML007W	YMR223W	YNL236W	YOL148C	YPL254W	
YBR114W	YCR002C	YCR092C	YDL156W	YDL225W	YHR107C	YIR002C	YJL060W	YJR076C	YJR092W	YKL085W	YLR314C	YMR315W	YNL233W	YNL312W	
YAL029C	YBR081C	YCL010C	YDR145W	YDR176W	YDR392W	YDR448W	YGL066W	YGR252W	YLR055C	YMR223W	YNL272C	YOL148C	YPL254W	YPR070W	
YAL026C	YAL053W	YBR202W	YDR406W	YGL001C	YGL234W	YHL003C	YJR140C	YKL039W	YKL092C	YLR044C	YML029W	YOL006C	YOR153W	YPL153C	
YDL115C	YDL140C	YDR171W	YDR251W	YDR404C	YGL070C	YGR005C	YGR063C	YGR186W	YML010W	YOR151C	YOR224C	YPR093C	YPR180W	YPR187W	
YBR086C	YDL075W	YDL083C	YDL195W	YDR382W	YGR281W	YLR221C	YLR270W	YML026C	YMR143W	YMR194W	YOR173W	YOR234C	YPR025C	YPR043W	
YAL036C	YCL011C	YCL037C	YDL051W	YDL175C	YGL049C	YGR162W	YHL034C	YIL061C	YJL138C	YJL190C	YLR226W	YLR406C	YMR125W	YPL048W	
YAL013W	YBR095C	YCR084C	YDL076C	YDR207C	YEL018W	YIL101C	YKL072W	YMR075W	YNL097C	YNL330C	YOL004W	YPL139C	YPL181W	YPR023C	
YAL013W	YBR095C	YCR084C	YDL076C	YDR207C	YEL018W	YIL084C	YLR103C	YMR075W	YMR263W	YNL097C	YNL330C	YOL004W	YPL139C	YPR023C	
YER164W	YGL019W	YGL207W	YGL244W	YGR163W	YGR217W	YIL035C	YKL064W	YKL088W	YLR407W	YLR418C	YOL145C	YOR039W	YOR061W	YOR123C	
YAL017W	YAR014C	YCR073W-A	YDL117W	YDR001C	YDR099W	YER133W	YER177W	YGL252C	YKL193C	YLR028C	YLR258W	YMR311C	YNL076W	YNR034W	
YBR289W	YDR073W	YFL049W	YGR275W	YHL025W	YJL176C	YKR001C	YML007W	YNR023W	YOL072W	YOR290C	YPL016W	YPL129W	YPR034W	
YBR081C	YBR253W	YCL010C	YDR176W	YDR392W	YDR448W	YGL066W	YGR252W	YLR055C	YML007W	YMR223W	YOL148C	YPL254W	YPR070W	
YBR152W	YCR077C	YDL160C	YDR378C	YDR473C	YER172C	YGL173C	YGR091W	YJR022W	YKL173W	YLR275W	YNL147W	YOL149W	YOR308C	
YBR081C	YBR253W	YDR044W	YDR167W	YDR176W	YDR392W	YDR448W	YGR252W	YKR095W	YLR055C	YML007W	YMR223W	YMR236W	YPL254W	
YDL150W	YDR045C	YJL011C	YKL144C	YKR025W	YNL113W	YNL151C	YNR003C	YOR116C	YOR207C	YOR224C	YPR110C	YPR187W	YPR190C	
YBL103C	YBR245C	YDR081C	YDR174W	YFR013W	YGR017W	YIL031W	YKL112W	YKR001C	YMR072W	YNL216W	YOL067C	YOL072W	YPL082C	
YBR205W	YCL050C	YDL112W	YDR335W	YDR457W	YGR026W	YGR204W	YHL011C	YJL052W	YKL067W	YLL018C	YLL040C	YML072C	YPL220W	
YBR081C	YBR198C	YCL010C	YDR176W	YDR448W	YGL066W	YGR252W	YLR055C	YML015C	YML098W	YMR005W	YMR223W	YOL148C	YPL254W	
YBL036C	YBL039C	YCL050C	YDL112W	YDR335W	YDR457W	YGR204W	YHL011C	YJL052W	YKL029C	YKL067W	YKL181W	YLL018C	YLL040C	
YBL104C	YBR055C	YBR152W	YDL098C	YDR473C	YER029C	YER172C	YGL100W	YGR075C	YGR091W	YKL173W	YMR268C	YNL147W	YOR308C	
YAL032C	YBL074C	YBR065C	YCR063W	YDL209C	YER013W	YGL128C	YGR278W	YHR165C	YJR050W	YML049C	YMR213W	YPL151C	YPR101W	
YBL099W	YBR039W	YCL050C	YDL192W	YDR298C	YDR335W	YDR457W	YHL011C	YJL052W	YKL067W	YLL040C	YLR052W	YMR078C	YPL218W	
YBR127C	YDL185W	YDL213C	YDR202C	YDR516C	YEL013W	YEL051W	YGR020C	YJR033C	YKL119C	YLR447C	YNR050C	YOR270C	YPR036W	
YBR289W	YDL167C	YDR073W	YFL049W	YGR250C	YHL025W	YIR001C	YJL176C	YKR001C	YNR023W	YOR290C	YPL016W	YPL129W	YPR034W	
YBR119W	YDL175C	YER029C	YGL049C	YGR074W	YLR226W	YLR298C	YML049C	YMR125W	YNL286W	YPL178W	YPL190C	YPR057W	YPR182W	
YBR114W	YBR136W	YCR092C	YDL156W	YDR097C	YDR295C	YDR499W	YLR386W	YML032C	YNL021W	YOL090W	YOR323C	YPR065W	YPR179C	
YBL099W	YBR121C	YCL050C	YDL112W	YDL192W	YDR298C	YDR335W	YDR457W	YER092W	YGR204W	YHL011C	YKL067W	YLR052W	YPL218W	
YBR289W	YDL167C	YDR073W	YFL049W	YGR275W	YHL025W	YJL176C	YKR001C	YNR023W	YOL072W	YOR290C	YPL016W	YPL129W	YPR034W	
YBR272C	YDL058W	YDL070W	YDR300C	YEL056W	YFR006W	YGR170W	YJR132W	YMR176W	YNL001W	YOL054W	YOR303W	YPL001W	YPL058C	
YBL099W	YDL213C	YDR140W	YDR298C	YDR516C	YEL051W	YGR020C	YGR281W	YHR089C	YJL012C	YLR075W	YNR050C	YOL124C	YOR270C	
YBR081C	YBR198C	YDR145W	YDR176W	YDR392W	YDR448W	YGL066W	YGR252W	YHR099W	YKL078W	YLR055C	YMR223W	YOL148C	YPL254W	
YAL026C	YAL029C	YAL053W	YBR130C	YBR177C	YBR202W	YER071C	YIL034C	YJR140C	YKL130C	YLR429W	YMR109W	YOR153W	YPL153C	
YAL032C	YBL104C	YBR065C	YCR063W	YDL030W	YDR473C	YGL128C	YHR156C	YHR165C	YIR009W	YLR117C	YOR308C	YPR082C	YPR178W	
YBR114W	YBR136W	YCR092C	YDL156W	YDR097C	YDR295C	YHR164C	YIR002C	YLR386W	YML032C	YNL021W	YOL090W	YPR065W	YPR179C	
YBR289W	YDR073W	YDR081C	YFL049W	YGR275W	YHL025W	YJL176C	YKR001C	YML007W	YNR023W	YOL072W	YOR290C	YPL016W	YPL129W	
YBR272C	YDL058W	YDL070W	YDR300C	YEL056W	YGR170W	YJR132W	YJR138W	YLL022C	YLR325C	YNL001W	YOL054W	YOR303W	YPL058C	
YBR289W	YDR073W	YDR081C	YFL049W	YHL025W	YJL176C	YKR001C	YML007W	YNR023W	YOL072W	YOR290C	YPL016W	YPL129W	YPR034W	
YBR114W	YCR028C-A	YCR092C	YDL156W	YDR097C	YDR295C	YIR002C	YML032C	YMR315W	YNL021W	YOL090W	YOR323C	YPR065W	YPR179C	
YBR127C	YDL185W	YEL013W	YEL051W	YER036C	YGR020C	YIL128W	YJL012C	YKL080W	YKL119C	YLR447C	YOR270C	YOR332W	YPR036W	
YAL032C	YBR065C	YCR063W	YDR416W	YDR473C	YGL128C	YGR278W	YHR165C	YJR050W	YKL173W	YKR022C	YLR424W	YOR308C	YPL151C	
YBL032W	YBR208C	YBR221C	YDR069C	YER178W	YFL034W	YGR193C	YHL019C	YKL135C	YLR170C	YNL071W	YPL259C	YPR029C	YPR152C	
YBR114W	YBR136W	YCR092C	YDL156W	YDR097C	YHR164C	YIL129C	YIR002C	YLR386W	YNL021W	YOL090W	YOR187W	YOR323C	YPL083C	
YBR119W	YER029C	YGL094C	YGR013W	YGR074W	YJR084W	YKL012W	YLR275W	YLR298C	YML049C	YMR125W	YNL286W	YPL178W	YPR182W	
YBL075C	YER103W	YER136W	YGL130W	YHR117W	YJL155C	YKL006W	YKR014C	YLR345W	YMR258C	YOR347C	YOR370C	YOR375C	YPL228W	
YBL075C	YER103W	YER164W	YGL019W	YIL035C	YJL155C	YKL064W	YKL088W	YKL193C	YLR345W	YML016C	YML069W	YMR172W	YOR039W	
YBR119W	YDR240C	YGL049C	YGL094C	YGR074W	YKL012W	YLR147C	YLR226W	YLR275W	YLR298C	YLR345W	YMR125W	YPL178W	YPR057W	
YAR042W	YDL019C	YDR150W	YDR490C	YER053C	YER120W	YFL016C	YGR086C	YGR130C	YHL020C	YKL142W	YKR018C	YMR031C	YPL004C	
YBL104C	YBR055C	YBR065C	YCR063W	YDL209C	YDR416W	YGL128C	YHR156C	YHR165C	YJR050W	YJR084W	YKR022C	YLR424W	YOR308C	
YAL032C	YBR065C	YCR063W	YDR416W	YER013W	YGR278W	YHR156C	YIR009W	YJR050W	YKL095W	YLR117C	YMR288W	YPL151C	YPR101W	
YBR119W	YDR240C	YFL017W-A	YGL049C	YGL094C	YGR074W	YJR084W	YKL012W	YLR147C	YLR226W	YLR298C	YMR125W	YPL178W	YPR057W	
YDL075W	YDL083C	YDR382W	YDR460W	YGR281W	YLR221C	YLR270W	YML026C	YMR143W	YMR194W	YOR173W	YOR234C	YPR025C	YPR043W	
YBL032W	YBR208C	YBR221C	YDR069C	YER178W	YFL034W	YGL147C	YGR193C	YHL019C	YKL135C	YLR170C	YPL259C	YPR029C	YPR152C	
YDL075W	YDL083C	YDL195W	YDR382W	YDR460W	YLR221C	YML026C	YMR143W	YMR194W	YNL104C	YOR108W	YOR234C	YPR025C	YPR043W	
YAL026C	YAL053W	YBR202W	YDR406W	YGL234W	YJR140C	YKL039W	YKL092C	YLR044C	YML029W	YNL178W	YOL013C	YOR153W	YPL153C	
YBR263W	YDR471W	YFR031C-A	YGL031C	YGR085C	YGR204W	YJL191W	YLR367W	YML073C	YMR142C	YNL069C	YNL301C	YPL009C	YPL249C-A	
YBR114W	YCR092C	YDL156W	YDR097C	YDR295C	YDR499W	YHR164C	YIR002C	YML032C	YNL021W	YOL090W	YOR323C	YPR065W	YPR179C	
YBL104C	YBR055C	YBR065C	YCR063W	YDL209C	YDR416W	YGL128C	YHR156C	YHR165C	YJR050W	YKR022C	YLR424W	YOR308C	YPL213W	
YCL011C	YCL037C	YDL014W	YDL083C	YER172C	YGL120C	YGL128C	YGR280C	YKR022C	YLR117C	YMR213W	YMR230W	YNL224C	YPL151C	
YCL011C	YCL037C	YDL014W	YDL083C	YGL120C	YGL128C	YGR280C	YKL173W	YKR022C	YLR117C	YMR213W	YMR230W	YNL224C	YPL151C	
YAR042W	YDL019C	YDR150W	YDR490C	YER120W	YFL016C	YGR086C	YGR246C	YHL020C	YHR195W	YIL074C	YLR183C	YMR031C	YPL004C	
YBR263W	YDR457W	YFL026W	YFR044C	YGL238W	YGR204W	YHL011C	YJL052W	YKL067W	YLL040C	YMR078C	YNR016C	YPL009C	YPL218W	
YBL075C	YER103W	YER164W	YGL130W	YIL035C	YJL155C	YKL064W	YKL088W	YLR407W	YML016C	YML069W	YMR172W	YOR039W	YOR061W	
YCL011C	YCL037C	YDL051W	YDL087C	YGL173C	YGR162W	YJL190C	YKL204W	YML056C	YMR125W	YNL262W	YOL139C	YOL149W	YOR276W	
YBR263W	YDL082W	YDR471W	YFR031C-A	YGL031C	YGR085C	YGR204W	YJL191W	YLR367W	YML073C	YMR142C	YNL069C	YPL009C	YPL249C-A	
YBR081C	YCL010C	YDR044W	YDR167W	YDR176W	YDR392W	YDR448W	YGR252W	YLR055C	YML007W	YML098W	YMR005W	YOL148C	YPL254W	
YAL032C	YBL104C	YBR065C	YCR063W	YDR416W	YGL128C	YGR278W	YHR165C	YJR050W	YKL173W	YKR022C	YLR424W	YOR308C	YPL151C	
YAR042W	YBR177C	YDL019C	YDR150W	YDR490C	YER120W	YFL016C	YGR086C	YHL020C	YHR195W	YIL074C	YLR183C	YMR031C	YPL004C	
YBR114W	YBR136W	YCR028C-A	YCR092C	YDL156W	YDR097C	YDR499W	YHR164C	YIR002C	YLR386W	YML032C	YMR234W	YMR315W	YOL090W	
YAL032C	YBL104C	YBR065C	YCR063W	YGL128C	YGR278W	YHR156C	YJR050W	YKL095W	YKR022C	YLR117C	YLR424W	YMR213W	YPL151C	
YBR289W	YDR073W	YFL049W	YGL013C	YGR275W	YHL025W	YJL176C	YKR001C	YMR033W	YNR023W	YOL072W	YOR290C	YPL016W	YPL129W	
YBR289W	YDR073W	YFL049W	YGL013C	YGR275W	YHL025W	YJL176C	YKR001C	YMR033W	YNR023W	YOR290C	YPL016W	YPL129W	YPR034W	
YAR042W	YBR177C	YDL019C	YDR150W	YDR490C	YER120W	YFL016C	YGR086C	YHR195W	YLR183C	YLR397C	YLR429W	YMR109W	YPL004C	
YBR289W	YDR073W	YFL049W	YGL013C	YGR275W	YHL025W	YJL176C	YML007W	YMR033W	YNR023W	YOR290C	YPL016W	YPL129W	YPR034W	
YAL032C	YCL011C	YCL037C	YDL014W	YDL083C	YER172C	YGL120C	YGR280C	YHR165C	YKL173W	YMR213W	YMR230W	YNL224C	YPL151C	
YBR114W	YBR136W	YCR092C	YDL156W	YDR097C	YDR499W	YLR386W	YML032C	YNL021W	YOL090W	YOR323C	YPL083C	YPR065W	YPR179C	
YBR214W	YDL047W	YDL219W	YFR040W	YGL056C	YGR161C	YIL142W	YJL098W	YKR027W	YKR028W	YLR249W	YLR310C	YOR267C	YPL049C	
YAL013W	YCR084C	YDL076C	YDR207C	YFR013W	YIL084C	YKL072W	YMR075W	YMR263W	YNL097C	YNL330C	YOL004W	YPL139C	YPL181W	
YBR205W	YCL050C	YDL112W	YDR335W	YDR457W	YGR026W	YGR204W	YHL011C	YJL052W	YKL067W	YLL040C	YML072C	YPL218W	YPL220W	
YBR114W	YBR136W	YCR028C-A	YCR092C	YDL156W	YDL225W	YDR097C	YDR499W	YIR002C	YJL173C	YLR386W	YMR315W	YOL090W	YPR065W	
YBL075C	YER103W	YER164W	YIL035C	YJL039C	YJL155C	YKL064W	YKL088W	YKL193C	YLR407W	YML016C	YMR172W	YOR039W	YOR061W	
YBL099W	YBR086C	YDL075W	YDL083C	YDR298C	YDR382W	YDR460W	YGR281W	YLR221C	YML026C	YOR014W	YOR108W	YOR173W	YOR234C	
YBR260C	YDL047W	YDL080C	YDL143W	YDL219W	YFR040W	YGR196C	YIL142W	YJL098W	YJL111W	YKR028W	YLR310C	YOR281C	YPL049C	
YBR221C	YDR069C	YDR148C	YDR430C	YER178W	YFL018C	YFR049W	YGR193C	YIL125W	YLR203C	YMR121C	YMR211W	YNL071W	YPR152C	
YBL075C	YER103W	YER164W	YIL035C	YJL155C	YKL064W	YKL088W	YKL193C	YLR345W	YLR407W	YML016C	YMR172W	YOR039W	YOR061W	
YBR221C	YDR069C	YDR148C	YDR430C	YER178W	YFL018C	YFR049W	YGR193C	YIL125W	YLR203C	YMR121C	YNL071W	YOR232W	YPR152C	
YBR011C	YCL014W	YCR030C	YDL203C	YGL131C	YIL161W	YLR371W	YLR425W	YML009C	YMR225C	YNL023C	YNL127W	YPL066W	YPL183W-A	
YBR208C	YBR221C	YDR069C	YDR338C	YDR430C	YER118C	YER178W	YFL018C	YGR193C	YLR203C	YNL071W	YOR232W	YPL259C	YPR152C	
YDR365C	YDR382W	YGR145W	YHR169W	YJL033W	YLR270W	YLR333C	YML130C	YMR143W	YMR194W	YNL132W	YOR078W	YOR173W	YOR234C	
YBR114W	YBR136W	YCR028C-A	YCR092C	YDL156W	YDL225W	YDR097C	YDR295C	YDR499W	YIR002C	YNL021W	YOL090W	YPR065W	YPR179C	
YBR081C	YCL010C	YDR145W	YDR176W	YDR392W	YDR448W	YGL013C	YGL066W	YGR252W	YLR055C	YMR223W	YMR236W	YOL148C	YPL254W	
YAL029C	YBR081C	YDR167W	YDR176W	YDR392W	YDR448W	YGL151W	YGR252W	YLR055C	YML007W	YMR223W	YMR236W	YNL236W	YPL254W	
YBL017C	YBR214W	YBR225W	YER072W	YFR019W	YFR040W	YGL056C	YGL197W	YJL098W	YKL117W	YKR028W	YLR310C	YOR267C	YPL049C	
YDL115C	YDL140C	YDR171W	YDR404C	YGL070C	YGR005C	YGR063C	YGR186W	YML010W	YOR151C	YOR224C	YPR093C	YPR180W	YPR187W	
YBR214W	YBR225W	YDL047W	YDL219W	YER155C	YFR019W	YFR040W	YGL056C	YGL197W	YGR161C	YJL098W	YKR028W	YOR267C	YPL049C	
YBL017C	YBR214W	YDL047W	YDL080C	YDL219W	YER155C	YFR040W	YGL056C	YIL142W	YJL098W	YKR028W	YLR249W	YOR267C	YPL049C	
YBR279W	YER164W	YGL019W	YGL244W	YIL035C	YKL064W	YLR407W	YLR418C	YML069W	YMR172W	YOL145C	YOR039W	YOR061W	YOR123C	
YBR214W	YBR225W	YDL047W	YER155C	YFR019W	YFR040W	YGL056C	YGL197W	YGR161C	YJL098W	YKR028W	YLR310C	YOR267C	YPL049C	
YBR086C	YDL075W	YDL083C	YDR382W	YDR460W	YGR281W	YLR221C	YLR270W	YML026C	YMR143W	YMR194W	YOR173W	YOR234C	YPR043W	
YBR279W	YER164W	YGL019W	YGL244W	YIL035C	YKL064W	YKL088W	YLR407W	YLR418C	YMR172W	YOL145C	YOR039W	YOR061W	YOR123C	
YBR214W	YBR225W	YDL047W	YER155C	YFR040W	YGL056C	YGL197W	YGR161C	YJL098W	YLL021W	YMR310C	YOR267C	YPL020C	YPL049C	
YBR127C	YDL185W	YDR202C	YDR516C	YEL013W	YEL051W	YER171W	YGR020C	YIL128W	YJR033C	YKL080W	YOR270C	YOR332W	YPR036W	
YDL115C	YDL140C	YDR171W	YDR251W	YDR404C	YGL070C	YGR005C	YGR063C	YGR186W	YML010W	YOR151C	YOR224C	YPR093C	YPR180W	
YBL074C	YBL104C	YBR065C	YCR063W	YDL098C	YER172C	YGL100W	YHR156C	YIR009W	YJR084W	YKR022C	YLR424W	YMR288W	YOR349W	
YBR214W	YBR225W	YDL047W	YER072W	YFR019W	YFR040W	YGL056C	YGL197W	YGR161C	YJL098W	YKL117W	YKR028W	YOR267C	YPL049C	
