YAL040C	YCL030C	YDL029W	YDL047W	YDR018C	YER155C	YER167W	YFR040W	YJL098W	YKL092C	YKR028W	YKR042W	YKR072C	YLL024C	YOR188W	
YAL040C	YBR234C	YCL030C	YDL047W	YER155C	YER167W	YFR040W	YHL027W	YJL098W	YKL092C	YKR028W	YKR072C	YLL024C	YPL234C	
YBL084C	YDR118W	YER179W	YFR036W	YGL240W	YHR166C	YKL022C	YLL051C	YLR102C	YLR127C	YLR451W	YMR092C	YNL172W	
YBL084C	YDL008W	YDR118W	YDR260C	YER179W	YFR036W	YGL240W	YHR166C	YIR025W	YLR102C	YLR127C	YLR451W	YOR249C	
YGR082W	YGR193C	YLR157C	YLR199C	YMR060C	YMR203W	YMR263W	YNL018C	YNL070W	YNL121C	YNL131W	YNL330C	YPR133W-A	
YBR130C	YCR002C	YDL225W	YDR507C	YHR107C	YJR076C	YLL021W	YLR314C	YNL233W	YNL293W	YOL112W	YOR084W	YPL066W	
YAL040C	YDL047W	YER155C	YER167W	YFR040W	YJL098W	YKL092C	YKR028W	YKR072C	YLL024C	YMR028W	YOR188W	
YBL084C	YDL008W	YDR118W	YFR036W	YGL240W	YIR025W	YKL022C	YLL051C	YLR102C	YLR127C	YMR092C	YNL172W	
YBR130C	YCR002C	YDL225W	YDR507C	YER040W	YER118C	YHR107C	YJR076C	YLR096W	YLR314C	YNL139C	YOR084W	
YAL040C	YCL030C	YDL047W	YER155C	YFR040W	YGL229C	YJL098W	YKL092C	YKR028W	YKR072C	YLL024C	YOL145C	
YBR254C	YCL058C	YDL058W	YDR108W	YDR407C	YDR472W	YGL219C	YGR166W	YGR234W	YJR116W	YML077W	YOR115C	
YBL084C	YFR036W	YGL240W	YHR118C	YHR166C	YKL022C	YLL051C	YLR127C	YLR451W	YNL172W	YOR249C	
YBL025W	YBR254C	YDR108W	YDR407C	YGL219C	YGR166W	YGR234W	YJR116W	YMR218C	YOR115C	YOR312C	
YBL025W	YBR093C	YCL058C	YDR246W	YFL005W	YGL219C	YGR166W	YKR068C	YML077W	YNL287W	YOR115C	
YBL025W	YBR254C	YCL058C	YDR472W	YEL036C	YGR166W	YKL139W	YML077W	YMR218C	YOR115C	YOR197W	
YCR002C	YDL225W	YDR507C	YHR107C	YJR076C	YLL021W	YLR314C	YNL233W	YOR084W	YOR156C	YPL066W	
YBL084C	YDR118W	YER161C	YFR036W	YHR166C	YLL051C	YLR102C	YLR127C	YLR451W	YNL172W	YOR249C	
YDL008W	YDR118W	YDR260C	YFR036W	YGL240W	YIR025W	YLR102C	YLR127C	YMR092C	YNL172W	YOR249C	
YAL005C	YAL040C	YCL030C	YDL047W	YER155C	YER167W	YFR040W	YJL098W	YKR028W	YLL024C	YOR188W	
YBL084C	YDL008W	YDR118W	YFR036W	YGL240W	YHR118C	YHR166C	YKL022C	YLL051C	YLR102C	YLR451W	
YDR118W	YER179W	YFR036W	YGL240W	YHR166C	YLL051C	YLR102C	YLR127C	YLR451W	YMR092C	YOR249C	
YBL084C	YDR260C	YFR036W	YGL240W	YIR025W	YKL022C	YLL051C	YLR127C	YNL172W	YOR249C	
YBR270C	YGR058W	YHR077C	YIL105C	YJL162C	YLR433C	YML057W	YMR068W	YNL047C	YPL059W	
YBL084C	YDL008W	YDR118W	YER179W	YFR036W	YGL240W	YHR166C	YLR102C	YLR127C	YLR451W	
YFR036W	YGL240W	YHR118C	YHR166C	YKL022C	YLL051C	YLR102C	YLR127C	YLR451W	YMR092C	
YDL008W	YFR036W	YGL240W	YKL022C	YLL051C	YLR102C	YLR127C	YMR092C	YNL172W	YOR249C	
YBL084C	YDR118W	YFR036W	YGL240W	YHR118C	YKL022C	YLL051C	YLR102C	YLR127C	YNL172W	
YBR172C	YCR067C	YIL004C	YIL109C	YKL074C	YLR026C	YLR268W	YOR075W	YPL085W	YPR181C	
YDL235C	YDR497C	YGL158W	YIL147C	YJL128C	YLR006C	YLR113W	YNR031C	YOR208W	YPL180W	
YAL040C	YCL030C	YDL047W	YER155C	YFR040W	YJL098W	YKL092C	YKR072C	YLL024C	YMR028W	
YDR293C	YDR497C	YER067W	YGL158W	YHR186C	YJR066W	YLR113W	YNL006W	YOL078W	YPL180W	
YBL025W	YCL058C	YDR108W	YDR189W	YDR246W	YGL219C	YGR166W	YGR234W	YKR068C	YOR115C	
YAL040C	YCL030C	YDL047W	YER155C	YER167W	YFR040W	YJL098W	YKR028W	YKR072C	YOL145C	
YCR087C-A	YCR087W	YHL003C	YHR184W	YJR131W	YKL008C	YLR070C	YML064C	YMR298W	YNL107W	
YAL040C	YFL009W	YGR092W	YKL092C	YLL024C	YLR079W	YLR127C	YMR199W	YPL256C	YPR120C	
YBL084C	YDR118W	YDR260C	YFR036W	YGL240W	YHR166C	YLL051C	YLR102C	YMR092C	YOR249C	
YAL021C	YAR007C	YBR173C	YDL042C	YDR227W	YJL076W	YJL173C	YLR442C	YML032C	YNL312W	
YBL025W	YCL058C	YDR108W	YDR407C	YDR472W	YGL219C	YGR166W	YGR234W	YML077W	YOR115C	
YAL043C	YBR205W	YDR390C	YJR093C	YKR002W	YLR115W	YMR061W	YMR182C	YNL317W	YPR107C	
YDL008W	YFR036W	YGL240W	YHR166C	YIR025W	YLL051C	YLR102C	YLR451W	YMR092C	YNL172W	
YBL016W	YDL159W	YDR480W	YEL048C	YGL178W	YGR040W	YHR084W	YIL136W	YPL049C	
YDL008W	YDR260C	YFR036W	YGL240W	YHR166C	YIR025W	YLL051C	YLR451W	YOR249C	
YAL014C	YAL030W	YBL050W	YBR080C	YDR468C	YGR009C	YJR063W	YLR093C	YPL232W	
YDL088C	YER026C	YJL057C	YML031W	YMR129W	YMR153W	YMR298W	YNL234W	YOR028C	
YBR047W	YDL235C	YER118C	YGL158W	YJL128C	YLR096W	YLR113W	YNL139C	YNR031C	
YDR100W	YDR425W	YGL161C	YGL198W	YGR172C	YGR177C	YHR105W	YMR215W	YPL095C	
YBR172C	YGL200C	YHR098C	YLR057W	YLR268W	YML012W	YNL049C	YPL218W	YPR181C	
YBR103W	YDR390C	YGL023C	YJR093C	YKR002W	YLR115W	YMR061W	YOL123W	YPR107C	
YDR006C	YER014C-A	YGR036C	YKL093W	YKL190W	YKL212W	YMR081C	YOR239W	YOR332W	
YBL025W	YCL058C	YDR108W	YDR246W	YDR407C	YGL219C	YGR166W	YGR234W	YIR040C	
YBR172C	YDL188C	YDR075W	YDR498C	YIL109C	YLR268W	YOR075W	YOR380W	YPR040W	
YDL088C	YFR002W	YGL172W	YGR120C	YJL039C	YJL057C	YMR153W	YNL234W	YOR353C	
YGL019W	YGR068C	YIL035C	YIL118W	YLR114C	YNL088W	YOR010C	YOR039W	YOR061W	
YCR002C	YDL225W	YDR085C	YDR507C	YHR107C	YLL021W	YLR314C	YNL233W	YPL066W	
YBR193C	YDL005C	YDL154W	YGL025C	YIL021W	YNR010W	YOL005C	YOL135C	YOR174W	
YDL029W	YDR018C	YDR063W	YIL062C	YJR065C	YKL013C	YKR042W	YLR370C	YNR035C	
YAL023C	YDL095W	YER014C-A	YJR143C	YKL080W	YKL190W	YMR211W	YOR002W	YOR321W	
YAL023C	YDL095W	YER014C-A	YGR036C	YJR143C	YKL190W	YKL212W	YOR321W	YOR332W	
YDL088C	YFR002W	YJL039C	YJL057C	YML031W	YML103C	YMR129W	YMR153W	YNL234W	
YBR050C	YCL046W	YDR028C	YDR477W	YER027C	YER040W	YGL115W	YGL208W	YML110C	
YBL068W	YDR285W	YER099C	YGR135W	YHL011C	YKL181W	YNL036W	YOL061W	YOL069W	
YAL043C	YDR301W	YDR392W	YJR093C	YKR002W	YMR182C	YNL317W	YOR194C	YPR107C	
YBL025W	YDR108W	YDR246W	YDR407C	YGL219C	YGR166W	YGR234W	YMR218C	YOR115C	
YBL084C	YDR118W	YFR036W	YGL240W	YHR166C	YLL051C	YLR102C	YLR451W	YNL172W	
YAL001C	YBR172C	YDR498C	YER148W	YGL241W	YGR246C	YKL074C	YLR268W	YOR075W	
YDR166C	YIL068C	YLR166C	
YBR296C	YLR137W	YML089C	
YGR163W	YLR377C	YML121W	
YBR286W	YOR035C	YPL200W	
YBR019C	YEL016C	YOL150C	
YGL214W	YLR435W	YNL221C	
YER144C	YHR105W	YOR034C	
YER066W	YHR147C	YMR154C	
YBR270C	YNL018C	YOL075C	
YDR068W	YER103W	YPR001W	
YDL020C	YIL075C	YLR421C	
YGR167W	YHR161C	YMR183C	
YER143W	YJR141W	YNR071C	
YDR428C	YER094C	YOR157C	
YCL009C	YER094C	YOR157C	
YIL115C	YJR132W	YOR160W	
YCL063W	YER150W	YPL005W	
YDR499W	YML058W	YNL116W	
YBL068W	YER163C	YOL061W	
YKR021W	YOL014W	YOL039W	
YBR290W	YDR123C	YOL108C	
YGR063C	YML095C	YPL022W	
YFL020C	YGR072W	YKL149C	
YBR186W	YDR285W	YNL201C	
YLR358C	YMR228W	YNL145W	
YBL059W	YCR099C	YGR262C	
YJR072C	YLR150W	YOR262W	
YAL035W	YLR241W	YMR260C	
YDL094C	YDL196W	YER071C	
YHR185C	YIL007C	YPL204W	
YFL052W	YJL125C	YOR366W	
YFR003C	YIL064W	YOR147W	
YBL082C	YEL002C	YPL227C	
YFR043C	YHL019C	YPR029C	
YER053C	YLR326W	YPL151C	
YGR178C	YJL035C	YLR136C	
YBR193C	YDL005C	YGL025C	
YBR058C	YOL059W	YOL156W	
YDR394W	YGR232W	YOR259C	
YBL042C	YBR021W	YEL021W	
YGL058W	YGR184C	YOL080C	
YGL105W	YGL245W	YHL020C	
YJL075C	YLR131C	YNL157W	
YFL030W	YGR163W	YKR007W	
YGR136W	YIL108W	YOR032C	
YAR033W	YGL051W	YKL174C	
YHR136C	YNL208W	YOR285W	
YLR358C	YMR228W	YOR348C	
YDL090C	YGL155W	YKL019W	
YGR196C	YGR253C	YPR185W	
YBL066C	YBR127C	YGR117C	
YAL064W	YMR149W	YOR279C	
YDR140W	YIL151C	YNR046W	
YDL035C	YLR336C	YPL268W	
YLR363C	YMR080C	YNL112W	
YBL045C	YLR090W	YPR191W	
YER052C	YIR018W	YKR079C	
YDR172W	YDR300C	YLL026W	
YFL010C	YJL162C	YPL059W	
YEL048C	YIL136W	YNL227C	
YBR091C	YEL020W-A	YHR005C-A	
YBL081W	YBR212W	YDL167C	
YDL144C	YDR088C	YGR006W	
YJL158C	YLR226W	YPR161C	
YCR066W	YGL058W	YOL080C	
YKL017C	YNL279W	YOL108C	
YBL040C	YCR067C	YPL085W	
YER036C	YGR206W	YNL142W	
YHL027W	YJL056C	YOR275C	
YDR299W	YGR145W	YIL121W	
YBR020W	YML051W	YPL248C	
YAR069C	YCL058C	YPL215W	
YDR072C	YDR107C	YOL015W	
YFR015C	YJL137C	YLR258W	
YBR281C	YNL191W	YPL249C	
YBR281C	YNL191W	YNL287W	
YBL021C	YGL237C	YKL109W	
YFL042C	YLR339C	YMR303C	
YAR014C	YER158C	YKL120W	
YAL035W	YDL220C	YDR082W	
YBL008W	YGR063C	YML095C	
YER067W	YHR186C	YPL180W	
YKL047W	YLR098C	YPL130W	
YCL056C	YDL157C	YOR037W	
YBL056W	YLR259C	YOR020C	
YGL254W	YGR047C	YLR257W	
YHR170W	YIR012W	YLR075W	
YKL093W	YOR172W	YOR239W	
YDL071C	YNL155W	YOR364W	
YHL031C	YKL006C-A	YKL179C	
YCR004C	YDR032C	YLR253W	
YCR087C-A	YHR174W	YLR265C	
YBR139W	YNR019W	YOR381W	
YDR385W	YFR051C	YOR133W	
YDR207C	YJR094C	YMR139W	
YAR003W	YDR140W	YNR046W	
YBL078C	YCR027C	YOL083W	
YIL153W	YJL139C	YOL044W	
YCL052C	YEL060C	YML031C-A	
YCL007C	YER071C	YOR171C	
YBR229C	YHR101C	YMR200W	
YBR054W	YDR190C	YPL235W	
YIR012W	YJR004C	YLR075W	
YDR301W	YLR115W	YPR107C	
YDL063C	YDR381W	YPL131W	
YCR030C	YDR158W	YMR132C	
YFL027C	YHR115C	YKL195W	
YHR098C	YJL199C	YLR198C	
YDR351W	YHR103W	YJR005W	
YER031C	YGL210W	YNL146W	
YIL001W	YJL141C	YOL133W	
YCL026C-A	YGL213C	YHL022C	
YJR102C	YLR417W	YPL002C	
YDL137W	YDL192W	YGL137W	
YBR275C	YDR464W	YNL216W	
YEL009C	YHR145C	YNL012W	
YBR250W	YHR145C	YNL012W	
YDR007W	YEL064C	YOR242C	
YDR373W	YNL267W	YOR136W	
YAL036C	YDR152W	YNR022C	
YEL064C	YIR034C	YOR242C	
YBR055C	YKR074W	YLR446W	
YDR364C	YGR006W	YKR086W	
YER037W	YER052C	YIR014W	
YBR207W	YDR379W	YGR152C	
YGL155W	YKL019W	YML097C	
YGR263C	YLR440C	YNL066W	
YDR108W	YDR246W	YMR218C	
YER073W	YGL010W	YPL257W	
YBR162W-A	YLR090W	YML108W	
YBL100W-A	YJL162C	YNL229C	
YBL092W	YDR398W	YMR093W	
YFL027C	YHR115C	YOR215C	
YDL111C	YGR195W	YOL021C	
YBR195C	YGR241C	YNL183C	
YDL166C	YLR222C	YNL239W	
YBL025W	YDL113C	YJL036W	
YGR162W	YKR059W	YOR276W	
YGL180W	YJL006C	YML112W	
YBR296C	YHR188C	YLR137W	
YBR188C	YLL036C	YPR101W	
YDR292C	YKL154W	YMR163C	
YLR240W	YLR360W	YPL120W	
YDL054C	YGR173W	YMR319C	
YER092W	YGL220W	YLR052W	
YER029C	YLR220W	YNL187W	
YCL017C	YJR104C	YLR369W	
YEL042W	YER073W	YLR250W	
YBR087W	YJR068W	YOR217W	
YBR069C	YLR332W	YOL109W	
YER045C	YMR195W	YOR059C	
YJL090C	YJR068W	YNL262W	
YER100W	YJR077C	YPL229W	
YBR285W	YIL049W	YPR156C	
YLR242C	YNR019W	YOR381W	
YER082C	YGL057C	YJL135W	
YBR009C	YBR010W	YGR116W	
YPL004C	YPL074W	YPL157W	
YJR102C	YML015C	YMR077C	
YBR123C	YGR047C	YLR257W	
YHR050W	YKR089C	YOR057W	
YBR087W	YBR088C	YOR217W	
YDL198C	YKL037W	YMR072W	
YBL033C	YNL105W	YPR172W	
YAL003W	YBR118W	YKL081W	
YBR067C	YNL237W	YPR138C	
YGR024C	YIL082W	YKL090W	
YBR068C	YKR050W	YOR133W	
YEL063C	YGR057C	YKL015W	
YAR033W	YKL174C	YPL036W	
YGR162W	YKR059W	YOR204W	
YBR162C	YOL028C	YPR155C	
YBR048W	YDR025W	YDR450W	
YDL070W	YGL063W	YLR399C	
YGL151W	YPL276W	YPR168W	
YDL134C	YDL188C	YMR028W	
YDR370C	YFL049W	YOL152W	
YDR271C	YDR509W	YOR244W	
YBR253W	YIL128W	YMR112C	
YGR047C	YGR246C	YLR257W	
YBR068C	YJL129C	YKL106W	
YDL110C	YNL320W	YOR078W	
YDR455C	YLR173W	YOR108W	
YCR028C	YMR020W	YPL244C	
YBR261C	YDR465C	YJR021C	
YBR047W	YCR073C	YJL128C	
YER162C	YJR052W	YLR167W	
YBR246W	YDR520C	YKR034W	
YBL001C	YER067W	YPL068C	
YNL151C	YOR116C	YPR190C	
YDL063C	YMR041C	YPL131W	
YBR027C	YHL007C	YLR353W	
YDL246C	YJR037W	YJR159W	
YER052C	YIR014W	YKR079C	
YDL210W	YGL230C	YOR161C	
YDL114W	YDR348C	YLR040C	
YDL220C	YDR082W	YMR106C	
YDL235C	YIL147C	YNR031C	
YAL001C	YDR362C	YGR246C	
YER045C	YGR247W	YOR059C	
YIL050W	YJL023C	YLR449W	
YER113C	YGL138C	YGR123C	
YDL111C	YHR069C	YJL050W	
YBL044W	YBR064W	YJL159W	
YLL024C	YLR459W	YNL301C	
YAL056W	YER020W	YOR371C	
YBL022C	YDR086C	YLR378C	
YDL077C	YLR396C	YMR231W	
YKL056C	YLR053C	YLR285W	
YHR187W	YHR188C	YJR015W	
YDR009W	YML051W	YPL248C	
YCL014W	YIL104C	YNL326C	
YJR146W	YLR246W	YOL110W	
YGL001C	YGR060W	YLR100W	
YGL206C	YLR170C	YPR029C	
YDR001C	YLR081W	YLR270W	
YDL084W	YER063W	YPR057W	
Q0045	Q0275	YGL187C	
YGR047C	YNL039W	YPL061W	
YLR221C	YMR187C	YPR115W	
YER039C	YJR058C	YMR119W	
YHR136C	YLR195C	YMR246W	
YDL235C	YJL128C	YNR031C	
YDR433W	YGR144W	YNL116W	
YDR166C	YER008C	YLR166C	
YDR356W	YHR172W	YKL042W	
YDR279W	YIL131C	YLR154C	
YER078C	YFL027C	YGR091W	
YCR030C	YJR126C	YMR132C	
YBR218C	YER065C	YNL117W	
YHR098C	YNL049C	YPR181C	
YDR315C	YLR323C	YOR078W	
YDL224C	YIL050W	YLR449W	
YBR110W	YDL055C	YOR360C	
YIL023C	YMR104C	YOR154W	
YFR034C	YGR233C	YOL001W	
YDL097C	YEL009C	YPL038W	
YBL068W	YNL036W	YOL061W	
YGL166W	YLL028W	YML006C	
YHR187W	YJR015W	YMR312W	
YBR019C	YHL019C	YKL135C	
YGR004W	YGR026W	YLR324W	
YCR068W	YER019W	YER104W	
YBR118W	YLR249W	YPR080W	
YBR039W	YMR302C	YPR024W	
YIL070C	YML054C	YNR017W	
YCR100C	YER077C	YIL110W	
YLR105C	YNR058W	YPL083C	
YER064C	YPL212C	YPR125W	
YDR123C	YNL279W	YOL108C	
YGL016W	YGR274C	YKL058W	
YHR096C	YLL020C	YPL190C	
YLR008C	YLR125W	YMR030W	
YDR228C	YOR250C	YPR049C	
YKL075C	YNL091W	YNL164C	
YDR088C	YGR006W	YGR232W	
YFL010C	YOL106W	YPL059W	
YBL046W	YDR285W	YNL201C	
YIL035C	YOR039W	YOR061W	
YHR193C	YML062C	YNL097C	
YBR146W	YIL070C	YML054C	
YGL230C	YKL110C	YOR161C	
YBR239C	YMR144W	YOR317W	
YDR502C	YER161C	YPL125W	
YDR326C	YER007C-A	YIL105C	
YDL106C	YFR034C	YKR099W	
YGR101W	YHL021C	YJL213W	
YGR079W	YNL081C	YNR012W	
YIR027C	YNL252C	YOR344C	
YER063W	YKL056C	YLR285W	
YCL067C	YCR039C	YCR084C	
YBR244W	YDR364C	YLR117C	
YBR272C	YEL034W	YLR015W	
YAL035W	YDL220C	YMR260C	
YER037W	YER052C	YIR018W	
YBL071C	YNL261W	YPR019W	
YEL041W	YJR049C	YKL009W	
YDR069C	YLL039C	YNL327W	
YDR030C	YLR175W	YNL124W	
YHR075C	YLR368W	YPR093C	
YDR529C	YGL061C	YJL179W	
YBR182C	YKL161C	YPL089C	
YCR014C	YJL110C	YOL085C	
YDL077C	YLR148W	YMR231W	
YAL036C	YGR250C	YNR022C	
YDR073W	YML068W	YOR290C	
YAL058W	YGR254W	YNR036C	
YKL011C	YPL283C	YPR122W	
YHR091C	YLR312C	YOL088C	
YBR202W	YHR118C	YLR274W	
YBL086C	YIL132C	YLR322W	
YGR267C	YPL003W	YPR066W	
YHR117W	YML129C	YOR110W	
YFL016C	YJR045C	YKL189W	
YGL105W	YGL245W	YGR264C	
YMR092C	YNL138W	YPL263C	
YGR035C	YOR031W	YOR118W	
YFL034C-B	YIR016W	YOL036W	
YBL014C	YKL137W	YML043C	
YHR063C	YIL098C	YPR180W	
YDR200C	YFR008W	YMR029C	
YDR038C	YDR380W	YOR382W	
YDR227W	YLR442C	YNL216W	
YNR004W	YPL004C	YPL157W	
YDL005C	YGL025C	YOR174W	
YGR003W	YLR297W	YPR156C	
YCL031C	YHR021C	YKL156W	
YHR185C	YIL007C	YMR200W	
YDL214C	YLL059C	YML011C	
YAL038W	YOR226C	YOR347C	
YBR052C	YCR004C	YDR032C	
YER064C	YJL041W	YPL212C	
YDL144C	YDR088C	YGR232W	
YAL023C	YDL095W	YJR143C	
YBL023C	YDR344C	YOR196C	
YAL011W	YGR168C	YIR018W	
YFR003C	YIL064W	YPR050C	
YBR170C	YDL126C	YDL190C	
YDR293C	YJR066W	YKL203C	
YDR179C	YJR015W	YKR060W	
YAL001C	YDR362C	YNL039W	
YIL097W	YOR103C	YPL227C	
YBL100W-A	YKL095W	YNL229C	
YBL051C	YIL151C	YKR096W	
YJR072C	YLR243W	YOR262W	
YDR226W	YHR062C	YOR176W	
YGR059W	YLR454W	YMR065W	
YDL106C	YFR034C	YOL001W	
YBL078C	YHR171W	YNL212W	
YAL035W	YDL220C	YMR106C	
YDL076C	YLR098C	YPL130W	
YBR112C	YCR084C	YDR043C	
YDR394W	YGL074C	YOR259C	
YBR045C	YDR006C	YOR178C	
YGL229C	YJL178C	YOR062C	
YDL161W	YLR206W	YOR111W	
YBR082C	YEL012W	YMR022W	
YCR012W	YHR117W	YOR110W	
YDL156W	YFR052W	YIL075C	
YKL135C	YNL279W	YOL108C	
YDR279W	YIL131C	YNL042W	
YFL010C	YLL030C	YPR054W	
YCL026C-A	YLR177W	YPL203W	
YBL066C	YGR117C	YML091C	
YER159C-A	YOR142W-A	YPR158W-A	
YBR178W	YHR094C	YHR122W	
YDR059C	YEL012W	YMR022W	
YGL016W	YJR132W	YLR335W	
YBL019W	YEL009C	YPL038W	
YKL174C	YPL036W	YPL136W	
YJR005W	YKL072W	YLR014C	
YKL139W	YML112W	YOR323C	
YBR057C	YCL055W	YGL192W	
YER048C	YPL205C	YPR020W	
YDR490C	YHR207C	YLR466W	
YGL023C	YGL236C	YMR023C	
YDL204W	YMR110C	YOL065C	
YHR050W	YLR224W	YOR057W	
YIL062C	YJR065C	YKL013C	
YBL043W	YBL100W-A	YNL229C	
YIR033W	YKL020C	YLR233C	
YDL207W	YEL024W	YIL115C	
YGL122C	YIL092W	YNR040W	
YGL180W	YGR253C	YPR185W	
YEL069C	YGL249W	YPR110C	
YFR004W	YIR011C	YOR261C	
YBR171W	YCL057W	YOR254C	
YGR101W	YHL021C	YOR107W	
YER077C	YFR015C	YJL137C	
YDL216C	YER137C	YMR025W	
YDR444W	YGR083C	YLR291C	
YDR374C	YDR504C	YJL070C	
YGR016W	YLR135W	YPL022W	
YDR252W	YGR134W	YJR055W	
YDR516C	YFL022C	YGR169C	
YJL078C	YKL157W	YPL266W	
YBL040C	YDR044W	YDR077W	
YML104C	YPL084W	YPR099C	
YGR073C	YLL032C	YML119W	
YDL014W	YLR197W	YOR310C	
YGR269W	YLR172C	YOR159C	
YJL015C	YNL037C	YOR136W	
YEL037C	YLR441C	YOR119C	
YEL041W	YHR115C	YJR049C	
YIL153W	YOL044W	YPL152W	
YCR030C	YDR158W	YJR126C	
YER126C	YHR019C	YHR204W	
YAL047C	YJL113W	YJL114W	
YBR006W	YDR382W	YKL023W	
YCR035C	YLR293C	YOL021C	
YDL179W	YMR147W	YPR047W	
YGL049C	YGR162W	YOR276W	
YDR383C	YOL104C	YOR159C	
YDR221W	YMR151W	YMR235C	
YJL141C	YLR213C	YOL133W	
YGR167W	YGR241C	YNL183C	
YCR040W	YDR224C	YMR043W	
YJL096W	YNL018C	YOL075C	
YHR098C	YJL199C	YJR048W	
YBL080C	YCR106W	YNL171C	
YGL061C	YJL179W	YOR380W	
YJL090C	YKL108W	YNL262W	
YHR106W	YLR368W	YPR093C	
YCL056C	YDL157C	YNL100W	
YDR059C	YDR177W	YMR022W	
YDR021W	YER127W	YML130C	
YDL215C	YNL199C	YPR048W	
YDR191W	YOR025W	YOR082C	
YDR342C	YER048C	YPL205C	
YCR073C	YLR006C	YNR031C	
YGL138C	YGR123C	YMR021C	
YCR048W	YLR242C	YNR019W	
YBL032W	YML105C	YPR088C	
YAL036C	YGR250C	YIR001C	
YBR221C	YLR218C	YLR345W	
YBR250W	YFL020C	YML038C	
YHR079C	YJL034W	YKL073W	
YIL149C	YLR435W	YML107C	
YDR499W	YER070W	YML058W	
YKL087C	YLR053C	YLR285W	
YJL158C	YJR030C	YLR226W	
YLR105C	YMR059W	YNR058W	
YBR048W	YDR450W	YOR037W	
YDL217C	YGL177W	YJL054W	
YBR149W	YDL211C	YNL128W	
YBL014C	YJL025W	YML043C	
YDR416W	YGR129W	YKL095W	
YDR227W	YLR442C	YMR284W	
YGL254W	YHR215W	YLR088W	
YEL042W	YJL152W	YLR250W	
Q0275	YER154W	YOR121C	
YAL026C	YPL048W	YPL146C	
YLR390W-A	YOL132W	YPL149W	
YDR098C	YGL071W	YGL220W	
YIL074C	YKL001C	YNL311C	
YBR097W	YLR240W	YLR360W	
YDL084W	YER063W	YOR333C	
YAL035W	YGR156W	YMR260C	
YBR233W	YMR173W	YPR096C	
YDL110C	YKL015W	YOR078W	
YBR006W	YHR053C	YKL023W	
YBR196C	YDL215C	YLR432W	
YBR207W	YGR152C	YOR068C	
YDL154W	YFL003C	YGL025C	
YEL009C	YHR145C	YPL038W	
YER144C	YOR034C	YOR171C	
YGR013W	YGR214W	YIL009W	
YMR317W	YNL279W	YOL108C	
YCL018W	YDR160W	YFR029W	
YDR045C	YGR246C	YJL011C	
YDL166C	YLR222C	YNR041C	
YHR156C	YMR151W	YMR235C	
YDR503C	YER049W	YGR271W	
YFR037C	YJR031C	YMR091C	
YDR097C	YNL082W	YOL090W	
YDL210W	YGL230C	YKL110C	
YBR285W	YPR037C	YPR156C	
YCR060W	YHR034C	YLR241W	
YLR465C	YML035C	YPR071W	
YDR490C	YGR086C	YLR466W	
YAR061W	YGR115C	YJR086W	
YGL162W	YMR125W	YPL178W	
YAR003W	YDR140W	YIL151C	
YHR035W	YLL013C	YMR056C	
YBL042C	YBR021W	YER021W	
YBR034C	YGR165W	YPL265W	
YJR116W	YOL156W	YOR299W	
YBL050W	YBR080C	YLR093C	
YGL035C	YKL074C	YML046W	
YDR218C	YGR059W	YMR065W	
YDR091C	YGL185C	YLR192C	
YBR064W	YBR239C	YOR317W	
YIL149C	YKR095W	YML107C	
YDL210W	YHR094C	YHR122W	
YBR136W	YDR499W	YML058W	
YJR093C	YLR115W	YPR107C	
YHL027W	YIL131C	YJL056C	
YDR132C	YHR170W	YLR075W	
YDR212W	YLR030W	YNL326C	
YGL090W	YLR265C	YOR005C	
YBR141C	YDR372C	YER059W	
YHR014W	YHR185C	YIL007C	
YFL040W	YLR349W	YMR159C	
YDL006W	YIL147C	YOR208W	
YDR006C	YKL093W	YMR081C	
YDL089W	YMR039C	YMR316C-B	
YDR164C	YKR014C	YNR049C	
YDR068W	YER103W	YGL065C	
YHR174W	YLR265C	YPR053C	
YIL002C	YNL106C	YOR109W	
YGR180C	YJL026W	YPL227C	
YDR061W	YLL010C	YOR043W	
YHR015W	YNL277W	YPL169C	
YDL114W	YDL123W	YLR040C	
YBR114W	YER162C	YJR052W	
YJL143W	YJR045C	YNR017W	
YDL052C	YDR365C	YMR296C	
YDL137W	YNL287W	YPL010W	
YBR036C	YDR270W	YNL259C	
YAL058W	YKL197C	YOR236W	
YGR097W	YKL116C	YLR389C	
YGR111W	YLR196W	YOL151W	
YDR191W	YLR403W	YOR025W	
YGL245W	YHL020C	YKL098W	
YGR017W	YLR072W	YLR403W	
YCL046W	YML028W	YPL208W	
YCR047C	YLR339C	YNL282W	
YIL115C	YNL004W	YOR160W	
YGR280C	YMR102C	YNL202W	
YEL064C	YNR058W	YOR242C	
YHR074W	YIL092W	YNR040W	
YDR160W	YFR029W	YJL156C	
YEL064C	YEL070W	YNR058W	
YHL049C	YLR056W	YOL099C	
YBR010W	YNL030W	YNL031C	
YDR413C	YGR151C	YGR289C	
YIL025C	YOR006C	YOR352W	
YAL062W	YDR281C	YLR267W	
YNL032W	YNL056W	YNL099C	
YOL103W-B	YOR142W-A	YPR158W-A	
YDR390C	YIL098C	YPR180W	
YDL101C	YGL094C	YKL025C	
YAL003W	YBR118W	YLR249W	
YIL097W	YJL008C	YOR117W	
YDL006W	YDL230W	YIL147C	
YFL052W	YJL125C	YNL062C	
